date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2021.08,Germany,0.93,21,19.,3.,93.1,16.,41.2,3.,120.0,-,0,-,0,-,0,-,0,-,0,-15,239,340.
2021.08,East,0.91,23,17.,15.,61.71,13.,51.64,4.,130.5,-,0,-,0,-,0,-,0,-,0,0,244,339.
2021.07,Austria,0.93,27,17.,19.,60.6,9.,58.9,15.,73.6,-,0,-,0,5.,75.0,-,0,-,0,-43,225,323.
2021.07,Netherlands,0.91,26,17.,16.,66.9,23.,22.36,5.,134.83,-,0,-,0,-,0,-,0,-,0,-15,209,296.
2019.08,Germany,0.97,60,34.,26.,82.4,57.,27.75,12.,105.0,40.,28.47,10.,65.59,-,0,-,0,-,0,0,309,216.
2019.07,Italy,0.87,40,22.,22.,61.46,35.,24.74,3.,139.05,-,0,-,0,16.,58.39,-,0,-,0,0,284,186.
2019.07,East,0.93,25,14.,7.,93.85,22.,42.85,13.,114.0,7.,47.38,17.,3.5,5.,91.63,-,0,-,0,0,393,124.
2018.08,Spain,0.96,37,14.,7.,86.0,2.,70.0,8.,108.0,20.,42.4,10.,51.5,9.,64.2,-,0,-,0,0,422,74.
2018.08,Germany,0.97,57,12.,18.,88.0,9.,65.29,19.,95.0,27.,42.8,13.,47.47,22.,57.56,16.,177.96,3.,93.99,0,668,49.
2018.07,East,0.92,28,11.,5.,95.0,4.,72.0,3.,132.0,12.,55.57,7.,59.78,3.,89.91,-,0,-,0,0,504,79.
2018.07,Italy,0.85,46,2.,17.,78.55,11.,58.33,19.,94.9,14.,69.98,10.,45.06,2.,110.59,1.,275.0,2.,97.01,-10,819,73.
2017.08,Germany,0.97,64,36.,49.,63.0,30.,51.89,16.,95.0,31.,44.46,46.,5.3,19.,64.26,-,0,-,0,0,324,181.
2017.08,Austria,0.97,31,19.,18.,85.0,21.,39.2,7.,118.8,21.,22.4,18.,48.7,-,0,-,0,-,0,0,314,138.
2017.07,East,0.99,38,20.,19.,77.3,15.,59.8,11.,121.0,19.,24.4,20.,22.1,18.,43.6,-,0,-,0,0,348,83.
