date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2016,Australia,0.90,32,26.,27.,21.,17.,-,-,-,-,-,0,207,397.
2015,Australia,0.92,29,28.,25.,-,28.,-,-,-,-,-,0,92,308.
2013,Australia,0.87,23,5.,18.,19.,10.,12.,-,5.,3.,-,0,646,126.
2012,Australia,0.88,21,21.,19.,15.,20.,-,-,-,-,-,0,74,267.
2011,Australia,0.87,23,2.,22.,11.,16.,1.,2.,1.,2.,3.,0,787,37.
2010,Australia,0.90,27,21.,18.,11.,20.,-,-,-,-,-,0,188,84.
2009,Australia,0.89,21,2.,3.,3.,2.,1.,2.,3.,3.,-,0,833,3.
2009,Germany,0.98,77,3.,26.,28.,4.,8.,16.,24.,2.,7.,0,811,2.
2008,Australia,0.94,24,2.,7.,8.,3.,7.,7.,1.,2.,-,0,810,2.
2008,Michigan,1.00,104,1.,33.,22.,5.,4.,7.,5.,3.,-,0,866,2.
2007,Australia,0.92,22,1.,2.,3.,4.,2.,2.,1.,2.,-,0,896,3.
2007,Michigan,0.99,105,2.,31.,2.,14.,3.,22.,4.,1.,-,0,857,2.
2006,Australia,0.93,27,2.,2.,4.,1.,1.,2.,1.,2.,-,0,918,5.
2006,Michigan,0.99,118,33.,16.,4.,4.,40.,10.,4.,-,-,0,481,11.
2005,Australia,0.92,24,1.,3.,1.,1.,2.,2.,1.,1.,-,0,953,2.
2005,Michigan,0.99,114,2.,25.,22.,1.,10.,2.,12.,2.,-,0,868,2.
2004,Australia,0.93,22,3.,3.,8.,2.,4.,1.,3.,3.,-,0,835,5.
2004,Michigan,1.00,129,13.,51.,2.,1.,20.,22.,37.,15.,-,0,709,17.
2003,Australia,0.95,21,13.,12.,17.,1.,8.,3.,10.,-,-,0,450,24.
2002,Australia,0.87,18,2.,6.,7.,2.,12.,3.,3.,2.,-,0,890,8.
2001,Australia,0.85,18,8.,5.,7.,8.,11.,4.,10.,9.,6.,0,537,35.
