date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2017.08,Germany,0.97,64,22.,8.,91.0,3.,73.0,28.,85.0,17.,54.12,14.,49.64,44.,16.1,22.,15.0,-,0,0,384,209.
2017.08,Austria,0.97,31,20.,9.,90.0,3.,71.0,17.,98.1,9.,45.1,23.,34.5,14.,4.5,-,0,-,0,-30,313,234.
2017.07,East,0.99,38,22.,11.,83.5,6.,70.0,21.,108.0,22.,17.2,17.,25.7,23.,9.8,-,0,-,0,0,314,227.
2016.08,Germany,0.99,73,43.,42.,61.33,10.,64.42,24.,90.0,51.,26.96,-,0,43.,28.24,-,0,-,0,0,271,217.
2015.08,Hungary,0.90,37,25.,17.,70.07,12.,65.12,17.,95.69,24.,17.36,12.,33.33,24.,78.61,20.,26.0,19.,24.88,0,411,178.
2015.08,Germany,0.97,71,41.,59.,44.19,7.,67.76,29.,90.0,47.,16.74,21.,43.26,40.,4.5,-,0,-,0,0,266,175.
2014.08,Hungary,0.90,38,9.,18.,60.81,5.,71.0,16.,117.0,6.,49.62,16.,33.27,14.,100.37,10.,199.8,21.,37.06,0,669,116.
2014.08,Germany,0.98,74,44.,49.,56.59,16.,59.26,52.,65.0,38.,40.37,22.,39.7,43.,7.04,-,0,-,0,0,268,197.
2013.08,Hungary,0.92,37,12.,25.,67.0,1.,75.0,13.,109.45,9.,56.5,23.,20.2,21.,78.6,13.,146.1,12.,29.5,0,582,164.
2013.08,Germany,0.97,74,45.,47.,61.0,52.,42.7,42.,80.0,33.,57.8,17.,47.5,39.,30.5,-,0,-,0,0,319,282.
2012.08,Hungary,0.91,39,35.,34.,45.2,14.,62.25,25.,90.0,-,0,-,0,-,0,-,0,-,0,0,197,336.
2012.08,Germany,0.98,76,58.,27.,67.23,47.,45.32,54.,60.0,8.,60.28,-,0,-,0,-,0,-,0,0,233,319.
2011.08,Germany,0.96,74,58.,60.,40.62,72.,33.45,59.,50.0,31.,47.75,57.,3.5,43.,4.5,-,0,-,0,0,180,340.
2009.08,Germany,0.98,77,70.,29.,74.63,74.,33.24,60.,40.0,-,0,-,0,-,0,-,0,-,0,0,148,233.
2008.08,Germany,0.94,77,46.,43.,73.52,31.,55.65,17.,100.0,47.,30.16,50.,9.61,36.,68.8,-,0,-,0,0,338,163.
2007.08,Germany,0.95,53,19.,39.,53.15,40.,39.09,21.,60.0,21.,54.73,23.,29.56,34.,54.53,14.,210.86,13.,11.71,0,514,143.
2006.08,Germany,0.94,38,36.,-,0,36.,28.8,35.,10.0,-,0,-,0,-,0,-,0,-,0,0,39,305.
