date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2021.08,East,0.91,23,6.,22.,44.45,6.,70.0,14.,103.5,10.,50.82,13.,20.55,6.,62.39,6.,186.62,5.,94.65,0,633,99.
2021.07,Netherlands,0.91,26,11.,13.,76.27,13.,58.27,6.,116.47,7.,56.54,8.,55.93,12.,26.85,-,0,-,0,0,390,161.
2019.08,Germany,0.97,60,28.,14.,89.18,2.,74.0,33.,75.0,36.,36.5,15.,55.78,20.,50.7,-,0,-,0,0,381,130.
2019.08,Austria,0.95,34,6.,18.,69.2,6.,68.6,17.,94.0,15.,39.7,17.,28.8,20.,4.5,5.,204.5,2.,90.2,0,600,96.
2019.07,East,0.93,25,11.,3.,98.0,7.,63.44,3.,144.0,10.,40.55,8.,45.39,10.,76.54,-,0,-,0,0,468,130.
2018.08,Germany,0.97,57,24.,32.,72.0,8.,65.83,13.,105.0,9.,55.02,27.,33.68,13.,67.15,-,0,-,0,0,399,117.
2018.07,East,0.92,28,15.,11.,82.0,1.,75.0,18.,95.0,10.,58.74,13.,45.29,9.,66.18,-,0,-,0,0,422,88.
2018.07,Italy,0.85,46,10.,3.,98.49,2.,74.24,3.,145.92,6.,77.47,9.,45.12,15.,81.91,23.,21.0,13.,62.35,0,607,53.
2017.08,Austria,0.97,31,4.,13.,88.0,5.,67.1,11.,106.3,16.,33.9,15.,53.7,12.,12.3,4.,198.3,6.,57.0,0,616,48.
2017.07,East,0.99,38,7.,3.,94.5,7.,69.0,19.,109.5,12.,39.4,15.,26.3,10.,65.2,7.,213.4,11.,78.1,0,695,67.
2016.08,Germany,0.99,73,35.,5.,78.72,4.,72.0,24.,90.0,24.,51.85,47.,8.74,38.,33.86,-,0,-,0,0,335,119.
2016.07,East,0.89,28,6.,5.,68.0,2.,74.0,5.,134.0,8.,48.5,13.,27.2,12.,88.2,6.,202.9,11.,46.2,0,689,68.
2016.07,United Kingdom,0.98,106,12.,10.,71.0,29.,54.9,7.,135.0,52.,3.5,37.,14.5,25.,78.7,13.,184.7,23.,42.6,0,585,112.
2015.09,Italy,0.87,43,11.,17.,79.25,19.,58.76,5.,132.41,2.,68.24,7.,36.0,18.,60.61,13.,109.2,17.,39.86,0,584,178.
2015.08,Germany,0.97,71,32.,53.,46.59,36.,50.21,57.,60.0,22.,50.31,34.,35.5,36.,9.07,25.,59.01,18.,38.58,0,349,252.
2015.07,United Kingdom,0.94,92,47.,46.,46.1,25.,56.8,24.,105.0,-,0,-,0,-,0,-,0,-,0,0,208,303.
2014.08,Austria,0.91,19,16.,17.,36.4,9.,37.9,7.,111.0,12.,57.7,16.,7.1,-,0,15.,9.0,-,0,0,259,263.
2014.08,Germany,0.98,74,46.,36.,65.76,28.,53.28,54.,60.0,40.,38.37,48.,20.88,45.,4.5,-,0,-,0,0,243,235.
2014.07,United Kingdom,0.98,90,44.,25.,59.1,26.,57.7,28.,100.0,-,0,-,0,-,0,-,0,-,0,0,217,202.
2013.08,Austria,0.97,39,20.,26.,53.25,8.,67.5,17.,100.0,17.,33.42,5.,47.23,20.,60.86,-,0,20.,27.32,0,390,121.
2013.08,Germany,0.97,74,25.,63.,36.9,57.,39.2,33.,95.0,22.,62.7,18.,45.7,24.,56.6,21.,140.8,30.,53.2,0,530,80.
2013.07,United Kingdom,0.97,83,10.,45.,50.3,23.,55.5,47.,80.0,20.,45.6,19.,33.0,12.,113.9,9.,208.0,14.,25.9,0,612,86.
2012.08,Hungary,0.91,39,22.,27.,60.04,14.,62.25,23.,95.0,27.,36.24,4.,45.39,14.,104.05,-,0,-,0,0,403,135.
2012.08,Germany,0.98,76,51.,60.,50.62,26.,55.88,44.,70.0,20.,53.8,43.,36.84,50.,17.14,-,0,-,0,-5,279,125.
2012.07,Austria,0.95,37,12.,24.,49.3,24.,40.6,11.,110.0,16.,44.2,14.,49.2,12.,57.6,11.,180.4,20.,25.8,0,557,58.
2011.08,Hungary,0.89,28,7.,22.,53.17,26.,21.2,19.,108.54,11.,59.81,3.,63.45,12.,65.28,7.,217.26,6.,93.64,0,682,57.
2011.07,United Kingdom,0.95,77,13.,48.,61.0,44.,48.6,28.,96.0,10.,51.2,23.,8.4,14.,52.4,15.,128.4,9.,76.5,-1,522,103.
2010.08,Austria,0.93,27,15.,26.,46.0,27.,20.0,25.,50.0,21.,47.9,16.,32.9,21.,85.8,13.,185.9,8.,13.2,0,482,135.
2010.08,Germany,0.97,75,44.,14.,79.47,71.,36.99,30.,85.0,29.,50.47,48.,22.17,38.,54.17,-,0,-,0,0,328,165.
2009.09,Italy,0.92,36,22.,24.,66.17,21.,44.84,14.,110.0,17.,53.52,8.,38.12,25.,14.92,-,0,-,0,0,328,151.
2009.08,Germany,0.98,77,34.,55.,58.71,46.,50.42,16.,100.0,12.,64.12,33.,42.56,23.,67.02,-,0,16.,63.09,0,446,127.
2009.07,United Kingdom,0.96,78,30.,23.,69.0,44.,46.9,23.,112.0,-,0,-,0,-,0,16.,242.1,-,0,-2,468,164.
2008.08,Germany,0.94,77,47.,12.,91.07,39.,52.18,44.,65.0,42.,37.75,18.,39.22,44.,42.66,-,0,-,0,0,328,241.
2008.07,United Kingdom,0.95,72,65.,-,0,36.,42.37,61.,36.0,-,0,-,0,-,0,-,0,-,0,0,78,336.
2007.08,Germany,0.95,53,37.,45.,48.62,43.,38.3,37.,40.0,-,0,11.,37.86,30.,67.12,-,0,-,0,0,232,222.
