date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2023.05,Michigan,0.95,114,25.,44.,64.3,3.,70.7,25.,80.0,7.,88.1,10.,53.1,25.,90.4,31.,70.8,-,0,0,517,79.
2022.05,Michigan,0.93,89,20.,57.,54.6,54.,45.1,27.,80.0,2.,95.2,30.,38.6,29.,88.2,20.,123.5,35.,29.0,0,554,75.
2019.06,Canada,0.90,22,6.,13.,67.6,15.,57.7,16.,80.0,3.,86.4,11.,28.6,11.,81.6,4.,222.4,10.,63.0,0,687,81.
2019.05,Michigan,0.97,108,32.,41.,64.4,47.,55.6,79.,55.0,13.,85.3,29.,39.6,55.,50.7,26.,105.9,36.,46.4,0,503,127.
2018.06,Lincoln,0.93,66,29.,44.,63.4,49.,46.4,25.,90.0,10.,75.1,28.,46.3,22.,77.0,27.,12.0,25.,21.7,-10,422,155.
2018.06,Canada,0.91,23,7.,16.,50.46,14.,52.94,13.,85.0,2.,87.44,8.,47.84,7.,98.33,6.,170.35,-,0,-20,572,148.
2018.05,Michigan,0.97,114,57.,51.,63.9,47.,57.7,48.,60.0,39.,63.4,58.,25.4,41.,39.5,62.,7.0,-,0,0,317,237.
2017.05,Michigan,0.98,109,103.,102.,54.1,82.,38.2,72.,55.0,-,0,-,0,-,0,-,0,-,0,0,147,202.
2016.05,Michigan,0.98,114,47.,32.,66.8,91.,38.7,39.,80.0,26.,56.9,68.,9.9,41.,66.5,51.,98.0,28.,69.5,0,486,84.
2015.06,Lincoln,0.94,64,6.,16.,71.0,28.,59.0,38.,71.0,14.,58.8,15.,31.6,28.,93.2,5.,254.0,6.,87.5,0,726,80.
2015.05,Michigan,0.95,108,66.,42.,75.0,20.,61.4,31.,85.0,-,0,-,0,78.,7.5,36.,22.0,-,0,0,251,171.
2014.06,Lincoln,0.94,66,22.,26.,69.1,27.,61.8,8.,110.0,51.,4.5,37.,18.4,46.,66.0,22.,114.0,4.,88.1,0,532,93.
2014.05,Michigan,0.97,107,51.,87.,56.9,13.,69.4,37.,90.0,61.,33.8,48.,17.0,42.,55.8,88.,3.0,-,0,0,326,97.
2013.06,Lincoln,0.93,60,10.,12.,75.8,2.,74.4,7.,110.0,38.,32.8,18.,32.6,25.,104.5,10.,253.6,15.,64.6,0,748,42.
2012.06,Lincoln,0.94,65,9.,35.,64.1,22.,59.2,14.,90.0,26.,40.4,2.,48.7,9.,106.2,10.,221.5,9.,75.1,0,705,79.
2012.05,Michigan,0.98,104,67.,71.,62.9,98.,22.9,28.,80.0,59.,34.2,28.,27.8,-,0,48.,16.0,-,0,0,244,215.
2011.06,California,0.95,60,22.,16.,66.3,40.,39.0,8.,110.0,38.,22.3,14.,28.9,25.,43.1,26.,63.2,14.,61.5,0,434,155.
2009.05,Michigan,0.97,90,54.,8.,85.7,34.,52.0,29.,80.0,64.,3.5,65.,2.5,52.,46.5,-,0,-,0,0,270,250.
2008.05,Michigan,1.00,104,98.,56.,77.1,65.,41.6,102.,30.0,-,0,-,0,-,0,-,0,-,0,0,149,258.
2007.05,Michigan,0.99,105,91.,55.,76.23,76.,39.85,68.,60.0,-,0,-,0,-,0,-,0,-,0,0,176,195.
2006.05,Michigan,0.99,118,42.,38.,82.62,92.,33.9,73.,50.0,-,0,-,0,58.,40.92,35.,192.94,-,0,0,400,119.
2005.05,Michigan,0.99,114,96.,79.,72.2,97.,34.18,77.,60.0,90.,3.5,56.,21.97,78.,8.3,-,0,-,0,0,200,179.
