date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2019.08,Japan,0.96,87,62.,60.,14.43,49.,39.06,42.,63.0,60.,10.7,58.,3.5,46.,72.45,45.,10.0,-,0,-20,193,430.
2018.09,Japan,0.95,86,69.,27.,33.05,21.,52.5,70.,36.0,-,0,-,0,-,0,-,0,-,0,0,122,473.
2017.09,Japan,0.92,83,67.,40.,26.69,20.,52.5,41.,70.0,-,0,-,0,-,0,-,0,-,0,0,149,430.
2014.09,Japan,0.93,75,20.,19.,39.81,6.,55.26,10.,88.0,48.,28.21,25.,23.13,32.,97.44,23.,133.03,18.,69.31,0,534,163.
2013.09,Japan,0.93,69,54.,32.,26.41,46.,31.25,25.,76.0,-,0,-,0,50.,61.17,46.,10.0,-,0,0,205,318.
2011.09,Japan,0.95,65,35.,27.,44.6,14.,48.75,10.,97.0,33.,34.09,7.,39.44,37.,64.37,-,0,-,0,0,328,133.
2010.09,Japan,0.93,63,29.,13.,54.3,1.,75.0,6.,121.0,35.,14.91,10.,7.68,23.,89.04,-,0,-,0,0,362,51.
2009.09,Japan,0.92,58,1.,6.,73.1,2.,71.05,1.,150.0,3.,74.12,1.,50.0,2.,149.48,1.,349.21,-,0,0,917,2.
2008.09,Japan,0.91,62,2.,10.,64.56,1.,75.0,2.,147.0,1.,75.0,2.,46.35,2.,144.42,3.,301.79,-,0,0,854,8.
2007.09,Japan,0.92,58,4.,18.,69.77,6.,62.5,8.,125.61,9.,57.75,13.,28.92,7.,117.35,5.,280.86,-,0,0,743,24.
2006.09,Japan,0.90,50,8.,3.,78.89,14.,51.0,8.,130.49,16.,33.47,12.,4.36,9.,117.15,5.,317.62,-,0,0,733,51.
2005.09,Japan,0.85,39,10.,11.,66.2,15.,50.3,20.,108.0,19.,13.88,-,0,16.,89.45,10.,263.56,-,0,0,591,78.
2004.09,Japan,0.86,27,17.,19.,44.3,2.,71.4,12.,76.0,13.,3.5,14.,2.5,15.,7.5,-,0,-,0,0,205,102.
2003.09,Japan,0.85,15,3.,12.,43.5,1.,75.0,9.,77.0,11.,11.08,6.,38.13,2.,113.56,3.,345.51,-,0,0,704,13.
