date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2021,Netherlands,0.91,26,25.,25.,24.,23.,-,-,-,-,-,0,60,538.
2019,Netherlands,0.87,28,22.,19.,17.,24.,-,-,-,-,-,0,122,444.
2017,Germany,0.97,64,55.,63.,60.,55.,41.,43.,47.,-,-,0,173,358.
2016,Germany,0.99,73,50.,64.,71.,60.,40.,45.,52.,27.,27.,0,243,297.
