date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2007.07,United Kingdom,0.97,69,40.,42.,61.67,49.,39.41,50.,42.0,28.,44.65,30.,29.31,33.,20.98,-,0,-,0,0,238,227.
2006.09,Italy,0.86,17,17.,14.,52.4,13.,42.1,14.,70.0,-,0,-,0,-,0,-,0,-,0,0,164,260.
