date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,Italy,0.86,24,9.,6.,4.,7.,2.,14.,6.,14.,-,0,457,204.
2022,Czech Republic,0.85,18,11.,12.,2.,12.,2.,9.,9.,-,-,-10,364,146.
2021,Czech Republic,0.90,19,5.,9.,15.,14.,1.,11.,5.,3.,6.,0,666,64.
2019,Germany,0.97,60,18.,38.,31.,35.,8.,-,24.,15.,12.,0,492,119.
2019,Italy,0.87,40,7.,7.,22.,15.,7.,15.,4.,9.,12.,0,685,132.
2019,East,0.93,25,15.,19.,14.,16.,6.,16.,15.,8.,-,0,339,223.
2018,East,0.92,28,25.,20.,23.,15.,-,-,11.,-,-,0,266,222.
2018,Italy,0.85,46,20.,30.,38.,10.,2.,18.,9.,29.,-,0,430,160.
2017,Germany,0.97,64,20.,39.,45.,49.,21.,-,43.,15.,14.,0,411,155.
2017,Czech Republic,0.92,33,14.,29.,23.,30.,4.,20.,11.,10.,11.,-25,515,163.
2017,East,0.99,38,18.,33.,36.,27.,11.,23.,19.,11.,13.,0,385,199.
2016,Germany,0.99,73,41.,67.,47.,53.,31.,48.,45.,26.,28.,0,290,261.
2016,United Kingdom,0.98,106,34.,63.,73.,96.,25.,35.,29.,19.,24.,0,403,263.
2015,United Kingdom,0.94,92,76.,78.,76.,57.,-,-,-,-,-,0,121,453.
2014,United Kingdom,0.98,90,85.,82.,76.,86.,-,-,-,-,-,0,63,485.
