date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2019.08,Czech Republic,0.88,33,33.,33.,55.0,32.,15.0,23.,63.0,-,0,-,0,-,0,-,0,-,0,0,133,390.
2017.08,Czech Republic,0.92,33,29.,11.,83.0,31.,40.0,15.,108.0,30.,25.4,29.,18.97,29.,4.5,-,0,-,0,0,280,273.
2016.08,Germany,0.99,73,47.,38.,64.05,69.,27.91,52.,60.0,39.,43.06,32.,25.61,40.,33.29,-,0,-,0,0,254,272.
2016.08,Czech Republic,0.90,25,15.,14.,53.0,22.,34.0,7.,122.0,18.,18.35,15.,18.0,17.,40.75,-,0,10.,52.7,0,339,266.
2016.07,East,0.89,28,14.,22.,30.4,20.,47.5,18.,64.0,13.,33.1,16.,9.8,13.,88.1,19.,4.0,-,0,0,277,298.
2015.08,Austria,0.94,20,16.,11.,63.9,10.,42.6,11.,92.2,-,0,16.,13.9,15.,46.9,14.,4.0,-,0,0,264,299.
2015.08,Germany,0.97,71,60.,70.,12.63,70.,27.85,50.,65.0,25.,45.97,-,0,40.,4.5,27.,25.0,-,0,0,181,314.
2014.08,Hungary,0.90,38,28.,29.,42.29,21.,52.86,14.,119.0,20.,29.69,22.,21.8,19.,91.72,32.,5.0,-,0,0,362,289.
2014.08,Germany,0.98,74,61.,54.,53.37,61.,35.7,36.,80.0,-,0,-,0,-,0,-,0,-,0,0,169,377.
2013.09,Italy,0.94,42,32.,32.,37.4,32.,38.3,36.,51.0,-,0,-,0,21.,56.4,33.,2.0,-,0,0,185,382.
