date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,Michigan,0.93,89,39.,25.,36.,27.,31.,34.,23.,55.,-,0,393,165.
2019,Michigan,0.97,108,41.,36.,20.,45.,75.,44.,61.,28.,9.,-30,464,146.
2018,Michigan,0.97,114,40.,95.,35.,48.,73.,89.,51.,25.,23.,0,398,147.
2017,Michigan,0.98,109,60.,88.,38.,18.,66.,27.,53.,94.,-,0,355,132.
2016,Michigan,0.98,114,17.,63.,79.,12.,56.,41.,16.,24.,22.,0,624,98.
2015,Michigan,0.95,108,51.,76.,99.,57.,57.,47.,60.,47.,3.,0,359,234.
2014,Michigan,0.97,107,79.,21.,29.,38.,44.,67.,71.,63.,-,-50,234,310.
2012,Lincoln,0.94,65,37.,37.,42.,35.,38.,26.,33.,-,-,0,264,231.
2011,Michigan,0.97,97,40.,41.,31.,15.,37.,43.,44.,70.,-,0,365,174.
2010,Michigan,0.96,101,52.,60.,46.,41.,52.,21.,38.,-,-,0,312,188.
2009,Michigan,0.97,90,50.,82.,47.,12.,46.,27.,49.,-,-,0,316,173.
2008,Michigan,1.00,104,64.,24.,79.,15.,42.,32.,75.,-,-,0,303,144.
2007,Michigan,0.99,105,53.,39.,32.,14.,11.,43.,71.,-,-,0,353,112.
2006,Michigan,0.99,118,34.,12.,91.,40.,62.,36.,64.,31.,-,0,471,89.
2004,Michigan,1.00,129,98.,76.,118.,48.,94.,82.,72.,-,-,0,210,98.
2002,Michigan,0.99,121,14.,107.,83.,101.,57.,30.,22.,8.,-,0,569,32.
2001,Michigan,1.00,108,45.,54.,55.,63.,59.,51.,24.,-,-,0,310,48.
