date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2022.05,Michigan,0.93,89,16.,64.,52.0,41.,50.6,54.,70.0,19.,68.9,17.,45.9,15.,103.2,14.,173.7,29.,46.5,0,611,57.
2019.05,Michigan,0.97,108,19.,75.,59.3,37.,58.9,45.,70.0,15.,80.3,18.,43.5,45.,61.7,16.,147.1,10.,74.9,0,596,68.
2018.05,Michigan,0.97,114,21.,35.,66.1,91.,37.8,48.,60.0,36.,66.1,41.,32.2,49.,32.4,13.,137.6,5.,84.2,0,516,88.
2017.05,Michigan,0.98,109,45.,84.,61.1,55.,47.3,103.,35.0,6.,97.2,23.,45.4,45.,55.7,65.,15.0,32.,67.0,0,424,107.
2016.05,Michigan,0.98,114,30.,39.,65.8,8.,64.5,39.,80.0,21.,58.4,33.,25.4,26.,80.6,32.,163.0,60.,30.4,0,568,70.
2015.05,Michigan,0.95,108,26.,13.,83.7,12.,63.5,31.,85.0,9.,62.3,11.,31.4,13.,98.8,45.,18.0,12.,81.4,0,524,111.
2014.05,Michigan,0.97,107,36.,43.,69.4,19.,64.8,38.,80.0,1.,75.0,22.,28.3,24.,84.0,37.,20.0,-,0,0,422,163.
2013.05,Michigan,0.97,104,51.,24.,72.6,46.,46.9,39.,80.0,2.,63.6,32.,22.8,33.,91.1,58.,12.0,-,0,-30,359,196.
2011.05,Michigan,0.97,97,54.,34.,75.7,14.,68.0,37.,80.0,22.,53.8,66.,8.7,57.,7.5,56.,14.0,-,0,0,308,170.
2010.05,Michigan,0.96,101,18.,30.,78.9,13.,63.6,41.,80.0,7.,62.3,29.,28.2,33.,57.2,21.,169.8,19.,59.6,0,600,106.
2009.05,Michigan,0.97,90,90.,89.,-6.9,54.,40.7,50.,60.0,-,0,-,0,-,0,-,0,-,0,-80,14,211.
2008.05,Michigan,1.00,104,14.,22.,82.8,9.,64.0,15.,100.0,1.,75.0,12.,39.4,18.,118.8,20.,209.6,-,0,0,690,36.
2007.05,Michigan,0.99,105,37.,22.,83.49,18.,63.6,38.,80.0,10.,62.86,11.,40.85,11.,118.79,-,0,-,0,0,450,71.
2006.05,Michigan,0.99,118,41.,30.,83.76,24.,58.92,40.,70.0,13.,49.84,6.,36.28,16.,110.85,-,0,-,0,0,410,49.
2005.05,Michigan,0.99,114,8.,53.,78.63,3.,71.08,14.,100.0,6.,63.38,6.,45.76,13.,103.52,12.,291.84,-,0,0,754,25.
2004.05,Michigan,1.00,129,59.,32.,77.14,56.,50.7,21.,100.0,25.,57.31,49.,21.29,69.,34.14,-,0,-,0,0,341,74.
2003.05,Michigan,1.00,111,69.,21.,81.08,16.,62.03,15.,100.0,-,0,-,0,-,0,-,0,-,0,0,243,60.
2002.05,Michigan,0.99,121,6.,29.,76.18,16.,61.9,10.,115.0,23.,53.0,12.,29.83,15.,92.94,10.,271.76,-,0,0,701,26.
2001.05,Michigan,1.00,108,51.,29.,79.68,50.,49.4,15.,100.0,24.,48.11,53.,4.78,58.,12.96,-,0,-,0,0,295,68.
2000.05,Michigan,0.99,94,61.,34.,67.96,44.,47.77,29.,90.0,64.,2.96,-,0,-,0,-,0,-,0,0,209,75.
1999.05,Michigan,1.00,89,57.,16.,65.86,49.,43.65,67.,60.0,-,0,-,0,-,0,31.,50.0,-,0,0,220,70.
