date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,Austria,0.95,24,5.,21.,10.,16.,8.,6.,4.,6.,1.,-10,663,21.
2022,Italy,0.86,24,2.,4.,13.,4.,9.,5.,2.,2.,1.,0,795,104.
2022,Czech Republic,0.85,18,1.,5.,15.,2.,4.,5.,1.,1.,1.,-10,915,21.
2021,Germany,0.93,21,5.,6.,2.,6.,5.,6.,8.,6.,6.,0,764,54.
2021,Spain,0.85,17,5.,7.,1.,2.,5.,-,3.,7.,2.,0,546,104.
2021,Czech Republic,0.90,19,8.,5.,1.,3.,10.,5.,3.,-,-,0,436,111.
2019,Germany,0.97,60,7.,20.,36.,26.,35.,16.,18.,10.,2.,0,664,80.
2019,East,0.93,25,16.,4.,18.,11.,15.,15.,-,-,-,0,291,144.
2018,Spain,0.96,37,10.,14.,2.,18.,27.,17.,12.,10.,4.,0,594,56.
2018,Germany,0.97,57,16.,40.,23.,19.,43.,29.,16.,14.,8.,0,606,74.
2017,Germany,0.97,64,24.,7.,25.,28.,37.,25.,18.,-,-,0,375,133.
2017,Czech Republic,0.92,33,17.,5.,18.,6.,21.,4.,3.,-,-,0,472,108.
2017,East,0.99,38,10.,23.,26.,15.,21.,21.,12.,9.,1.,0,618,93.
2016,Spain,0.97,36,19.,25.,28.,20.,23.,14.,11.,-,-,0,299,150.
2016,Germany,0.99,73,12.,68.,53.,39.,36.,34.,11.,12.,4.,0,573,93.
2016,Czech Republic,0.90,25,7.,18.,6.,12.,9.,6.,6.,4.,-,0,677,140.
2015,Italy,0.87,43,21.,42.,28.,25.,20.,2.,9.,24.,-,0,368,240.
2015,Austria,0.94,20,17.,19.,19.,14.,13.,13.,13.,13.,-,0,259,262.
2015,Germany,0.97,71,53.,-,33.,34.,33.,-,29.,-,-,0,208,254.
2014,Italy,0.90,44,17.,26.,30.,32.,27.,19.,21.,9.,3.,-50,498,220.
2014,Austria,0.91,19,14.,9.,6.,16.,14.,17.,15.,9.,-,0,282,324.
2014,Germany,0.98,74,54.,60.,58.,40.,56.,27.,41.,-,-,0,215,343.
2013,Italy,0.94,42,27.,29.,20.,21.,30.,-,20.,26.,-,0,245,369.
2013,Austria,0.97,39,39.,-,34.,-,-,-,-,-,-,-5,32,390.
2012,Germany,0.98,76,71.,71.,55.,70.,-,-,57.,-,-,0,113,249.
2012,Austria,0.95,37,17.,18.,20.,31.,26.,13.,14.,14.,11.,-5,477,144.
2011,Italy,0.92,49,9.,39.,36.,32.,36.,31.,18.,8.,1.,0,567,188.
2011,Austria,0.94,27,23.,25.,25.,25.,18.,17.,19.,-,-,0,150,348.
2010,Italy,0.94,41,32.,25.,24.,33.,-,33.,29.,-,-,0,207,328.
2010,Germany,0.97,75,68.,51.,59.,64.,-,-,-,-,-,0,149,374.
2009,Italy,0.92,36,34.,-,19.,33.,29.,23.,26.,-,-,0,129,385.
