date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2019.08,Czech Republic,0.88,33,25.,19.,75.0,10.,65.0,14.,93.0,27.,23.28,26.,3.96,25.,4.5,17.,25.0,-,0,0,290,278.
2019.01,India,0.85,54,14.,14.,65.0,4.,72.0,7.,100.0,-,0,-,0,-,0,-,0,-,0,0,237,245.
2018.01,India,0.85,54,2.,2.,88.0,3.,73.0,3.,135.0,-,0,-,0,2.,82.6,3.,268.44,3.,82.35,0,729,149.
2017.07,United Kingdom,0.85,62,33.,59.,-15.9,28.,53.8,17.,94.0,23.,20.8,-,0,21.,44.8,26.,11.0,-,0,0,209,350.
2016.07,United Kingdom,0.98,106,53.,60.,43.0,28.,55.3,50.,80.0,46.,18.5,47.,2.5,51.,24.0,41.,11.0,-,0,0,234,317.
2014.07,United Kingdom,0.98,90,64.,36.,52.8,82.,24.8,40.,90.0,-,0,-,0,-,0,-,0,-,0,0,168,389.
2010.07,United Kingdom,0.97,72,68.,9.,69.0,67.,16.8,-,0,-,0,-,0,-,0,-,0,-,0,0,86,406.
2009.07,United Kingdom,0.96,78,62.,3.,81.0,65.,34.2,55.,50.0,-,0,-,0,-,0,-,0,-,0,-2,163,325.
2007.07,United Kingdom,0.97,69,49.,48.,56.33,39.,47.03,38.,68.0,-,0,-,0,-,0,-,0,-,0,0,171,264.
2006.07,United Kingdom,0.93,58,52.,2.,91.0,53.,30.0,49.,31.0,-,0,-,0,-,0,-,0,-,0,0,152,255.
