date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2017.12,Brasil,0.85,40,16.,25.,49.0,15.,41.9,15.,52.8,14.,12.6,14.,8.8,13.,47.0,8.,11.0,-,0,-20,203,405.
2016.11,Brasil,0.85,31,12.,14.,40.04,26.,21.32,17.,71.6,-,0,-,0,7.,67.06,19.,1.0,-,0,0,201,437.
2015.10,Brasil,0.85,31,26.,-,0,21.,20.0,6.,62.77,-,0,-,0,-,0,-,0,-,0,0,83,475.
2014.10,Brasil,0.85,26,20.,20.,55.0,21.,27.0,-,0,-,0,-,0,-,0,-,0,-,0,0,83,448.
2013.11,Brasil,0.85,24,14.,12.,62.7,13.,39.1,14.,64.35,9.,3.5,8.,2.5,6.,7.5,13.,1.0,-,0,0,181,412.
2012.12,Brasil,0.85,26,18.,14.,59.3,15.,39.03,20.,29.57,-,0,-,0,6.,7.5,13.,5.0,-,0,0,140,417.
2011.11,Brasil,0.85,21,9.,5.,79.0,9.,41.75,8.,80.83,-,0,-,0,-,0,-,0,-,0,0,202,385.
2010.11,Brasil,0.85,17,12.,9.,43.2,13.,30.0,12.,46.58,-,0,-,0,-,0,-,0,-,0,0,120,429.
2009.11,Brasil,0.85,14,12.,10.,29.54,7.,37.5,11.,22.42,-,0,-,0,-,0,-,0,-,0,0,89,410.
2008.11,Brasil,0.85,10,8.,4.,74.3,7.,31.25,7.,43.83,-,0,-,0,-,0,-,0,-,0,0,149,380.
2007.11,Brasil,0.85,11,9.,10.,44.1,6.,48.21,11.,5.13,-,0,-,0,-,0,-,0,-,0,0,97,348.
