date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,Michigan,0.90,43,8.,16.,40.,20.,6.,7.,11.,10.,8.,0,634,51.
2019,Lincoln,0.92,76,13.,7.,40.,35.,14.,20.,21.,9.,11.,0,669,37.
2018,Lincoln,0.93,66,8.,15.,35.,11.,21.,10.,20.,10.,8.,0,633,29.
2017,Lincoln,0.92,70,8.,32.,50.,16.,20.,12.,7.,9.,8.,0,710,50.
2015,Lincoln,0.94,64,23.,34.,9.,36.,26.,36.,16.,31.,2.,0,482,147.
2014,Lincoln,0.94,66,43.,65.,39.,56.,9.,45.,55.,27.,12.,-10,347,210.
2011,California,0.95,60,41.,34.,39.,28.,40.,30.,32.,31.,-,-20,225,318.
2009,California,0.93,45,39.,43.,33.,37.,28.,16.,20.,-,-,0,111,387.
2006,California,0.97,49,29.,38.,32.,18.,3.,25.,28.,-,-,0,330,126.
2005,Michigan,0.99,114,59.,97.,72.,14.,50.,26.,50.,-,-,0,351,98.
2004,Michigan,1.00,129,73.,111.,29.,21.,60.,58.,83.,-,-,0,286,112.
2001,Michigan,1.00,108,106.,99.,-,-,-,-,-,-,-,0,55,125.
1999,Michigan,1.00,89,65.,75.,46.,46.,58.,-,45.,-,-,0,174,84.
1998,Michigan,1.00,81,74.,73.,66.,47.,54.,58.,63.,-,-,0,125,84.
