date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,Michigan,0.93,89,81.,82.,82.,56.,-,-,-,-,-,0,125,463.
2019,Michigan,0.97,108,96.,100.,74.,45.,-,86.,-,75.,-,0,178,411.
2018,Michigan,0.97,114,99.,69.,103.,84.,90.,90.,80.,39.,-,0,184,343.
2017,Michigan,0.98,109,104.,109.,47.,86.,-,-,-,-,-,0,139,278.
2016,Michigan,0.98,114,38.,61.,95.,39.,74.,54.,72.,33.,8.,0,518,169.
2015,Michigan,0.95,108,76.,16.,81.,57.,-,-,62.,65.,-,-30,216,308.
2014,Michigan,0.97,107,63.,17.,49.,72.,-,-,39.,37.,-,-10,276,292.
2013,Michigan,0.97,104,68.,41.,48.,39.,-,-,56.,81.,-,0,253,310.
2012,Michigan,0.98,104,93.,97.,36.,93.,-,-,55.,79.,-,0,168,367.
2005,Michigan,0.99,114,89.,47.,106.,77.,78.,72.,79.,-,-,0,214,168.
