date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2018,Lincoln,0.93,66,49.,25.,46.,41.,45.,44.,-,43.,-,0,221,354.
2015,Lincoln,0.94,64,59.,63.,46.,47.,-,-,-,37.,-,-20,126,433.
2009,California,0.93,45,43.,45.,-,-,-,-,-,18.,-,-35,16,423.
