date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,East,0.91,19,13.,12.,13.,9.,1.,10.,10.,-,-,-10,338,106.
2022,Austria,0.95,24,4.,13.,8.,5.,1.,16.,3.,3.,6.,-20,674,45.
2022,Italy,0.86,24,7.,7.,10.,6.,1.,3.,5.,10.,-,0,498,63.
2021,Italy,0.89,17,2.,10.,8.,5.,1.,3.,2.,2.,6.,0,873,17.
2021,Spain,0.85,17,2.,1.,7.,4.,1.,2.,2.,2.,7.,0,770,43.
2021,Austria,0.93,27,9.,22.,-,5.,1.,16.,10.,9.,8.,0,433,68.
2019,United Kingdom,0.85,64,1.,13.,17.,2.,1.,4.,2.,1.,14.,0,872,31.
2018,Spain,0.96,37,11.,5.,24.,10.,5.,9.,7.,11.,-,0,579,61.
2018,East,0.92,28,5.,9.,26.,13.,1.,8.,7.,4.,10.,0,715,74.
2018,Italy,0.85,46,17.,13.,29.,9.,11.,11.,7.,29.,-,0,472,166.
2017,Spain,0.94,31,12.,2.,26.,15.,1.,13.,8.,-,-,0,382,170.
2017,Germany,0.97,64,26.,14.,42.,16.,1.,39.,17.,-,-,20,370,159.
2016,Germany,0.99,73,38.,55.,52.,36.,28.,30.,19.,-,26.,-10,326,140.
2016,United Kingdom,0.98,106,13.,78.,73.,23.,19.,32.,13.,10.,25.,0,575,85.
2015,Italy,0.87,43,9.,16.,24.,3.,3.,21.,22.,8.,16.,0,604,110.
2014,Spain,0.91,25,10.,6.,22.,8.,7.,10.,11.,9.,6.,0,418,184.
2014,United Kingdom,0.98,90,13.,50.,72.,28.,12.,24.,17.,11.,18.,0,525,193.
2013,Italy,0.94,42,23.,36.,28.,24.,7.,20.,17.,22.,-,0,311,323.
2013,Germany,0.97,74,65.,43.,62.,50.,-,-,52.,-,-,0,172,366.
2012,Italy,0.90,37,31.,5.,21.,23.,-,-,-,-,-,0,209,358.
2012,United Kingdom,0.95,97,60.,61.,39.,30.,-,-,-,-,-,-3,182,351.
2011,Italy,0.92,49,43.,22.,36.,19.,-,-,33.,24.,-,-90,183,299.
2011,United Kingdom,0.95,77,43.,17.,46.,22.,-,-,-,-,-,-2,226,247.
2010,United Kingdom,0.97,72,42.,13.,46.,44.,-,9.,35.,-,-,-3,200,187.
2009,Italy,0.92,36,21.,22.,15.,28.,20.,20.,11.,-,-,0,374,123.
2009,United Kingdom,0.96,78,25.,5.,33.,50.,36.,19.,24.,24.,-,-44,492,97.
2008,Italy,0.92,31,17.,6.,18.,20.,21.,13.,9.,-,-,0,354,95.
2008,United Kingdom,0.95,72,9.,32.,35.,12.,26.,15.,15.,10.,-,0,576,40.
2006,Italy,0.86,17,6.,2.,8.,10.,11.,2.,8.,7.,-,0,649,60.
2006,United Kingdom,0.93,58,15.,11.,23.,18.,27.,3.,19.,19.,4.,0,579,69.
2005,United Kingdom,0.93,57,21.,1.,21.,21.,33.,10.,17.,-,-,0,424,107.
2004,United Kingdom,0.90,53,37.,14.,45.,31.,38.,26.,29.,-,-,0,226,160.
