date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2019.08,Czech Republic,0.88,33,17.,21.,73.0,23.,52.0,10.,110.0,1.,75.0,14.,52.68,7.,68.46,-,0,-,0,0,431,146.
2019.07,Italy,0.87,40,10.,20.,63.97,31.,27.45,5.,136.86,4.,88.14,2.,68.84,7.,92.31,4.,210.49,8.,70.99,-150,609,115.
2018.08,Germany,0.97,57,28.,43.,61.0,40.,44.1,30.,80.0,5.,64.63,14.,45.21,28.,49.06,-,0,-,0,-5,339,139.
2018.07,East,0.92,28,12.,19.,62.5,12.,58.45,24.,72.0,4.,70.4,18.,32.98,18.,49.86,8.,124.68,12.,28.75,0,500,101.
2018.07,United Kingdom,0.88,70,7.,20.,72.0,56.,20.8,12.,110.0,2.,67.1,8.,25.3,8.,94.0,7.,177.5,15.,54.5,-1,620,88.
2017.08,Czech Republic,0.92,33,20.,7.,89.0,27.,43.0,22.,68.0,5.,65.51,18.,43.99,16.,59.25,-,0,13.,47.9,0,417,159.
2017.07,United Kingdom,0.85,62,5.,17.,54.8,51.,36.9,9.,115.0,3.,61.4,9.,29.4,7.,113.2,5.,205.4,15.,43.1,0,659,151.
2016.08,Germany,0.99,73,63.,60.,36.3,46.,43.63,36.,80.0,46.,35.69,52.,3.5,-,0,-,0,-,0,-10,189,250.
2015.08,Hungary,0.90,37,22.,23.,62.69,15.,64.03,14.,101.06,23.,21.51,21.,24.67,26.,75.89,17.,111.42,-,0,-5,456,153.
2015.08,Germany,0.97,71,25.,39.,59.58,5.,68.21,44.,75.0,35.,37.49,40.,26.45,40.,4.5,19.,102.18,23.,26.23,0,400,164.
2015.07,United Kingdom,0.94,92,23.,33.,53.6,80.,31.9,24.,105.0,25.,28.5,26.,13.0,33.,35.5,20.,125.1,22.,37.9,-20,411,172.
