date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2011.05,Michigan,0.97,97,7.,65.,65.5,18.,66.6,9.,110.0,6.,68.0,3.,48.7,16.,100.2,7.,251.3,18.,41.0,0,751,11.
2010.09,Italy,0.94,41,4.,8.,82.11,1.,75.0,5.,134.0,7.,67.95,11.,40.97,3.,135.22,10.,290.07,-,0,0,825,12.
2010.08,Germany,0.97,75,3.,31.,71.1,3.,73.0,7.,115.0,9.,62.32,1.,75.0,9.,84.08,6.,241.95,21.,54.43,0,777,15.
2010.07,United Kingdom,0.97,72,6.,16.,65.0,15.,62.8,27.,94.0,13.,59.2,3.,40.6,8.,96.0,4.,258.8,16.,48.5,-12,713,42.
2009.09,Italy,0.92,36,16.,9.,80.4,17.,52.17,1.,142.0,14.,54.26,11.,37.23,12.,103.62,-,0,-,0,0,470,87.
2009.08,Germany,0.98,77,27.,4.,85.93,11.,66.49,16.,100.0,19.,60.35,8.,66.48,21.,68.13,-,0,34.,26.71,0,474,71.
2009.07,United Kingdom,0.96,78,7.,16.,71.0,24.,54.8,3.,144.0,27.,54.4,24.,30.4,3.,124.9,21.,221.2,-,0,-2,699,57.
2008.09,Italy,0.92,31,14.,16.,60.1,5.,65.3,8.,121.0,14.,50.7,9.,34.6,14.,52.9,-,0,-,0,0,384,112.
2008.08,Germany,0.94,77,26.,8.,94.94,18.,62.5,10.,120.0,32.,45.16,34.,28.71,26.,84.78,30.,98.62,-,0,0,535,97.
2008.07,United Kingdom,0.95,72,15.,18.,70.0,45.,39.12,45.,60.0,24.,40.97,37.,11.65,22.,52.73,12.,201.8,-,0,0,476,135.
2007.08,Germany,0.95,53,40.,38.,55.89,46.,35.92,21.,60.0,33.,31.73,31.,24.92,38.,17.07,-,0,-,0,0,226,226.
