date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2019.08,Austria,0.95,34,24.,24.,62.0,25.,46.9,22.,76.9,-,0,-,0,13.,53.0,-,0,-,0,0,239,436.
2018.08,Germany,0.97,57,57.,54.,31.0,57.,22.8,54.,30.0,47.,3.5,-,0,42.,4.5,-,0,-,0,-49,43,573.
2017.07,East,0.99,38,37.,34.,21.5,37.,17.9,36.,46.5,-,0,-,0,-,0,-,0,-,0,0,86,502.
2011.09,Italy,0.92,49,19.,5.,90.0,19.,61.0,18.,122.0,14.,62.7,19.,26.4,22.,68.0,43.,1.0,-,0,0,431,88.
2011.08,Germany,0.96,74,26.,4.,81.3,29.,56.38,13.,95.0,18.,58.8,11.,58.74,32.,25.29,-,0,6.,71.65,0,447,55.
2011.07,Austria,0.94,27,11.,19.,57.0,14.,56.3,7.,120.0,14.,53.1,17.,3.5,18.,19.8,9.,79.6,5.,37.3,0,426,28.
2010.09,Italy,0.94,41,3.,10.,81.92,3.,68.88,13.,117.0,3.,70.16,1.,50.0,7.,114.4,2.,346.13,-,0,-10,838,9.
2010.08,Austria,0.93,27,2.,8.,81.5,10.,51.0,6.,120.0,1.,75.0,1.,50.0,1.,150.0,3.,268.7,6.,25.5,0,822,12.
2010.08,Germany,0.97,75,4.,15.,79.38,5.,70.0,9.,100.0,19.,56.56,12.,51.91,6.,89.3,5.,255.73,4.,80.6,-10,773,26.
2009.09,Italy,0.92,36,18.,8.,80.49,6.,70.92,11.,112.0,24.,14.05,5.,44.18,7.,115.85,-,0,-,0,0,438,85.
2009.08,Germany,0.98,77,12.,35.,72.44,13.,66.12,10.,120.0,28.,56.69,37.,36.26,29.,61.61,15.,200.54,29.,39.41,0,653,51.
2009.07,United Kingdom,0.96,78,42.,40.,60.0,53.,40.1,16.,122.0,21.,60.3,33.,22.7,34.,52.0,-,0,-,0,-4,353,92.
2008.08,Germany,0.94,77,7.,10.,92.07,6.,69.68,17.,100.0,5.,66.0,19.,39.14,5.,137.19,12.,274.42,18.,15.58,0,794,50.
2008.07,United Kingdom,0.95,72,47.,9.,74.0,40.,41.16,43.,64.0,-,0,-,0,-,0,-,0,-,0,0,179,126.
2007.08,Germany,0.95,53,6.,5.,94.36,39.,40.15,11.,100.0,11.,60.93,6.,41.95,1.,150.0,7.,265.96,11.,12.5,0,766,57.
2007.07,United Kingdom,0.97,69,37.,24.,73.78,53.,33.05,14.,101.0,37.,17.83,-,0,32.,30.95,-,0,-,0,0,257,130.
2006.08,Germany,0.94,38,16.,25.,56.39,23.,53.3,32.,50.0,14.,52.37,18.,31.23,24.,72.19,15.,217.92,6.,13.44,0,547,54.
