date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2019.05,Michigan,0.97,108,87.,98.,54.2,104.,30.9,45.,70.0,80.,20.1,-,0,83.,12.6,46.,25.0,-,0,0,213,386.
2018.05,Michigan,0.97,114,113.,110.,47.6,113.,23.6,48.,60.0,-,0,-,0,-,0,-,0,-,0,0,131,387.
2017.05,Michigan,0.98,109,84.,68.,62.3,99.,28.3,72.,55.0,59.,58.2,83.,3.5,88.,6.5,46.,25.0,-,0,0,239,280.
2016.05,Michigan,0.98,114,78.,47.,64.8,61.,48.1,74.,60.0,43.,49.5,83.,2.5,69.,47.3,69.,18.0,-,0,0,290,262.
2015.05,Michigan,0.95,108,65.,68.,70.0,55.,48.2,57.,70.0,-,0,-,0,41.,75.2,78.,3.0,-,0,0,266,297.
2014.05,Michigan,0.97,107,80.,101.,45.2,94.,35.1,38.,80.0,51.,43.2,66.,2.6,71.,7.5,48.,17.0,-,0,0,231,327.
2013.05,Michigan,0.97,104,76.,97.,52.2,77.,38.7,63.,60.0,-,0,-,0,61.,54.4,58.,12.0,-,0,0,217,317.
2009.05,Michigan,0.97,90,65.,79.,53.2,52.,41.2,65.,40.0,64.,3.5,42.,19.9,36.,67.0,-,0,-,0,-10,215,261.
2004.05,Michigan,1.00,129,43.,109.,56.83,70.,45.4,79.,60.0,76.,35.59,82.,2.5,60.,39.45,31.,168.8,-,0,0,409,102.
2003.05,Michigan,1.00,111,80.,83.,62.32,83.,33.91,43.,80.0,58.,28.6,56.,2.5,-,0,-,0,-,0,0,207,161.
2002.05,Michigan,0.99,121,116.,110.,50.88,-,0,-,0,-,0,-,0,-,0,-,0,-,0,0,51,163.
2001.05,Michigan,1.00,108,93.,78.,67.82,67.,44.6,88.,40.0,-,0,-,0,-,0,-,0,-,0,0,152,106.
