date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,Michigan,0.90,43,6.,4.,7.,5.,5.,9.,2.,17.,16.,0,669,36.
2022,Michigan,0.93,89,9.,24.,22.,11.,16.,6.,44.,8.,17.,0,679,52.
2019,Lincoln,0.92,76,6.,50.,18.,15.,3.,8.,10.,11.,24.,0,732,78.
2019,Michigan,0.97,108,50.,80.,29.,45.,18.,14.,28.,86.,-,0,390,169.
2018,Lincoln,0.93,66,27.,30.,44.,35.,2.,7.,18.,47.,-,0,426,156.
2018,Michigan,0.97,114,70.,83.,112.,17.,76.,54.,46.,39.,-,0,289,148.
2017,Lincoln,0.92,70,11.,10.,39.,16.,4.,8.,30.,14.,27.,0,668,94.
2017,Michigan,0.98,109,56.,11.,77.,39.,31.,18.,39.,93.,-,0,384,165.
2016,Michigan,0.98,114,48.,82.,90.,72.,18.,28.,81.,43.,56.,0,480,181.
2015,Michigan,0.95,108,67.,96.,84.,104.,60.,44.,58.,80.,-,0,243,260.
2014,Michigan,0.97,107,58.,74.,98.,15.,8.,32.,71.,56.,-,0,299,204.
2013,Michigan,0.97,104,50.,69.,31.,63.,15.,16.,31.,75.,-,0,359,156.
2012,Michigan,0.98,104,25.,83.,58.,44.,5.,20.,48.,23.,26.,0,501,111.
2011,Michigan,0.97,97,50.,97.,42.,37.,4.,42.,52.,21.,23.,-10,319,168.
2010,Michigan,0.96,101,34.,66.,84.,73.,6.,17.,50.,33.,10.,0,454,140.
2009,Michigan,0.97,90,34.,47.,56.,12.,2.,7.,28.,-,-,0,390,146.
2009,Virginia,0.92,21,20.,18.,20.,13.,15.,-,-,-,-,0,173,124.
2007,Michigan,0.99,105,16.,85.,29.,38.,1.,18.,38.,16.,-,0,653,13.
2006,Michigan,0.99,118,6.,81.,70.,16.,15.,1.,20.,14.,-,0,736,7.
2005,Michigan,0.99,114,7.,72.,16.,14.,40.,12.,20.,6.,-,0,765,13.
2004,Michigan,1.00,129,45.,88.,78.,4.,16.,68.,26.,-,-,0,391,40.
2003,Michigan,1.00,111,8.,48.,15.,15.,42.,19.,19.,8.,-,0,693,23.
2002,Michigan,0.99,121,31.,74.,43.,8.,70.,59.,23.,28.,-,0,431,61.
2001,Michigan,1.00,108,108.,105.,-,-,-,-,-,-,-,0,53,93.
2000,Michigan,0.99,94,18.,66.,66.,29.,24.,-,38.,15.,-,0,436,28.
