date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2016,Japan,0.94,83,76.,56.,-,69.,-,-,-,-,-,0,57,378.
2015,Japan,0.95,75,45.,35.,31.,45.,40.,37.,1.,42.,-,0,240,191.
2014,Japan,0.93,75,19.,10.,26.,24.,12.,19.,29.,22.,26.,0,541,78.
2013,Japan,0.93,69,16.,8.,18.,20.,22.,27.,27.,20.,37.,0,554,102.
2012,Japan,0.94,68,24.,17.,6.,22.,13.,43.,36.,27.,21.,0,487,169.
2011,Japan,0.95,65,42.,15.,19.,18.,8.,36.,45.,-,-,0,269,292.
2010,Japan,0.93,63,51.,19.,44.,24.,-,-,-,-,-,0,168,309.
2008,Japan,0.91,62,24.,19.,35.,33.,7.,11.,35.,-,-,0,303,116.
2007,Japan,0.92,58,8.,30.,13.,20.,2.,19.,13.,6.,-,0,658,53.
2006,Japan,0.90,50,16.,17.,41.,32.,15.,14.,24.,14.,-,0,487,86.
