date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2024.08,East,0.85,10,8.,10.,15.99,5.,54.58,6.,65.0,-,0,-,0,-,0,-,0,-,0,0,136,240.
2024.07,Austria,0.85,20,20.,15.,44.0,19.,4.5,12.,85.4,-,0,-,0,-,0,-,0,-,0,-50,84,193.
2024.05,Michigan,0.95,108,50.,65.,62.0,17.,56.0,11.,100.0,29.,73.0,-,0,28.,68.0,58.,12.0,-,0,0,371,140.
2023.05,Michigan,0.95,114,41.,59.,57.0,45.,46.8,25.,80.0,13.,81.7,23.,42.1,6.,114.9,73.,6.0,-,0,0,428,126.
2022.06,Michigan,0.90,43,13.,27.,54.9,2.,73.4,8.,90.0,-,0,3.,63.7,12.,93.5,11.,144.5,15.,51.6,-10,562,89.
2019.06,Lincoln,0.92,76,26.,38.,65.4,24.,61.0,21.,90.0,8.,67.8,10.,41.4,15.,106.6,46.,7.0,-,0,0,439,160.
2018.05,Michigan,0.97,114,39.,18.,69.4,21.,65.6,46.,70.0,1.,100.0,20.,41.3,25.,55.1,70.,6.0,-,0,0,407,126.
2017.06,Lincoln,0.92,70,30.,47.,68.5,25.,57.3,6.,120.0,27.,70.5,-,0,-,0,31.,71.6,11.,70.4,0,458,111.
2016.08,Germany,0.99,73,29.,69.,19.98,54.,39.27,9.,110.0,26.,49.43,8.,53.45,23.,56.04,-,0,16.,58.51,0,387,70.
2016.06,Lincoln,0.92,69,3.,9.,77.6,26.,55.6,7.,115.0,6.,62.6,6.,42.8,10.,133.8,5.,265.0,10.,82.4,0,835,24.
2015.08,Germany,0.97,71,17.,33.,64.5,49.,40.93,34.,85.0,18.,53.33,22.,41.85,13.,54.31,21.,95.31,10.,47.9,0,483,67.
2015.06,Lincoln,0.94,64,22.,10.,75.1,23.,59.9,9.,108.0,9.,66.8,8.,37.9,4.,135.6,36.,6.0,-,0,0,489,51.
2014.08,Germany,0.98,74,9.,1.,86.97,57.,40.59,31.,90.0,7.,57.57,36.,28.08,12.,55.5,9.,212.18,29.,34.0,0,605,21.
2014.06,Lincoln,0.94,66,4.,20.,71.8,18.,66.2,8.,110.0,32.,41.1,9.,44.1,9.,132.6,3.,283.0,18.,70.7,0,819,11.
2014.05,Michigan,0.97,107,14.,28.,72.7,27.,62.2,15.,100.0,28.,54.6,22.,28.3,21.,91.7,14.,180.2,24.,58.9,0,648,25.
2013.06,Lincoln,0.93,60,6.,11.,76.3,38.,51.1,7.,110.0,8.,58.8,6.,40.8,8.,138.6,2.,297.8,16.,59.0,-20,812,22.
2012.06,Lincoln,0.94,65,7.,13.,71.6,7.,70.1,8.,110.0,9.,60.6,8.,40.5,17.,85.7,12.,219.7,6.,82.1,0,740,42.
2011.06,California,0.95,60,12.,31.,56.3,22.,53.7,8.,110.0,4.,72.5,16.,26.3,31.,31.7,11.,202.8,22.,17.6,0,571,104.
2011.05,Michigan,0.97,97,59.,21.,81.1,57.,43.3,63.,70.0,44.,39.2,27.,37.3,57.,7.5,68.,12.0,-,0,-10,280,175.
2010.06,California,0.94,56,35.,20.,68.8,41.,35.5,7.,115.0,-,0,-,0,32.,7.5,-,0,-,0,0,227,117.
2009.08,Germany,0.98,77,17.,50.,61.5,44.,51.9,16.,100.0,19.,60.35,21.,51.7,35.,56.57,11.,236.88,35.,19.91,0,639,33.
2009.06,California,0.93,45,19.,25.,51.0,12.,65.4,8.,110.0,4.,71.4,14.,34.9,10.,114.6,-,0,-,0,0,447,52.
2008.06,California,0.93,59,5.,23.,67.0,2.,73.3,17.,80.0,39.,3.5,1.,50.0,22.,71.6,1.,354.4,-,0,0,700,26.
2007.09,Italy,0.90,20,5.,4.,80.7,4.,69.0,5.,125.0,11.,62.81,4.,39.7,8.,100.12,5.,253.27,-,0,0,731,38.
2007.06,California,0.95,59,11.,3.,89.0,7.,70.11,12.,100.0,16.,59.0,17.,32.03,16.,104.25,14.,221.29,-,0,0,676,64.
2007.05,Michigan,0.99,105,55.,40.,79.38,93.,30.77,38.,80.0,24.,56.46,52.,23.23,51.,74.53,-,0,-,0,0,344,119.
2006.06,California,0.97,49,21.,33.,68.89,10.,64.64,12.,90.0,6.,68.36,24.,28.41,11.,102.16,-,0,-,0,0,422,89.
2004.05,Michigan,1.00,129,47.,72.,69.3,43.,54.3,48.,80.0,35.,52.72,65.,16.53,15.,104.32,-,0,-,0,0,377,56.
2003.05,Michigan,1.00,111,15.,55.,74.57,35.,53.47,15.,100.0,33.,44.57,27.,17.55,9.,122.29,27.,122.62,-,0,0,535,21.
2000.05,Michigan,0.99,94,3.,35.,67.49,38.,51.4,29.,90.0,16.,62.92,-,0,13.,103.94,3.,319.75,-,0,0,696,11.
1998.05,Michigan,1.00,81,36.,52.,28.89,38.,51.67,47.,95.0,9.,58.19,8.,42.12,6.,126.04,-,0,-,0,0,402,43.
1997.05,Michigan,0.98,66,54.,31.,20.55,-,0,30.,85.0,-,0,-,0,-,0,-,0,-,0,0,106,37.
1996.05,Michigan,0.99,68,9.,19.,32.89,26.,59.55,6.,135.0,13.,39.75,18.,12.04,20.,88.25,12.,226.54,-,0,0,594,15.
1995.05,Michigan,0.99,69,10.,3.,68.34,44.,31.77,6.,132.0,11.,57.02,34.,19.52,13.,107.0,11.,227.92,28.,18.37,0,662,22.
1994.05,Michigan,0.96,58,56.,2.,72.59,-,0,53.,40.0,-,0,-,0,-,0,-,0,-,0,0,113,52.
