date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2011,California,0.95,60,56.,52.,48.,53.,-,-,-,-,-,0,93,424.
2010,Michigan,0.96,101,100.,99.,100.,92.,-,-,-,-,-,0,93,417.
2000,Michigan,0.99,94,89.,92.,-,-,51.,-,-,-,-,0,52,115.
