date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2020,India,0.85,41,21.,17.,14.,27.,-,-,-,-,-,0,159,469.
2018,India,0.85,54,26.,27.,34.,24.,-,-,-,-,-,0,144,472.
2011,Austria,0.94,27,25.,15.,26.,26.,-,-,-,-,-,0,111,404.
