date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2024.09,Japan,0.90,71,1.,5.,68.27,5.,68.4,5.,126.0,6.,71.4,6.,62.16,1.,125.0,3.,268.58,10.,13.26,0,803,9.
2023.09,Japan,0.85,64,1.,1.,78.27,4.,66.03,4.,132.0,9.,49.97,1.,75.0,1.,125.0,1.,275.0,7.,65.22,-10,856,5.
2019.08,Japan,0.96,87,17.,2.,78.77,37.,44.53,4.,119.0,23.,61.08,3.,66.23,3.,119.63,45.,10.0,-,0,0,499,33.
2018.09,Japan,0.95,86,2.,6.,72.93,21.,52.5,12.,108.0,20.,67.37,2.,71.37,1.,125.0,1.,275.0,10.,68.29,0,840,2.
2017.09,Japan,0.92,83,1.,1.,81.19,11.,56.25,8.,114.0,23.,58.72,4.,67.1,1.,125.0,2.,267.3,11.,79.67,0,849,3.
2016.09,Japan,0.94,83,1.,6.,66.68,38.,33.75,23.,86.0,27.,41.39,1.,50.0,4.,135.15,2.,285.42,7.,74.85,-20,753,8.
2015.09,Japan,0.95,75,2.,2.,85.35,34.,39.47,11.,102.0,13.,61.03,2.,48.85,1.,90.95,5.,240.48,9.,84.54,0,753,9.
2014.09,Japan,0.93,75,5.,5.,62.98,63.,14.74,24.,75.0,25.,55.58,8.,34.11,5.,138.66,4.,278.43,4.,92.67,0,752,12.
2013.09,Japan,0.93,69,5.,18.,42.46,13.,52.5,7.,109.0,26.,42.56,4.,39.17,10.,122.75,3.,270.42,7.,57.87,-25,712,15.
2012.09,Japan,0.94,68,1.,2.,83.59,11.,55.26,8.,118.0,16.,45.75,2.,45.27,1.,150.0,1.,300.0,1.,100.0,0,898,16.
2011.09,Japan,0.95,65,12.,14.,60.8,3.,63.75,16.,88.0,34.,30.18,16.,28.24,28.,80.38,17.,197.07,7.,79.65,0,628,69.
2010.09,Japan,0.93,63,30.,14.,53.3,4.,63.75,15.,102.0,30.,20.41,-,0,12.,119.24,-,0,-,0,0,359,166.
2009.09,Japan,0.92,58,13.,53.,11.6,41.,27.63,35.,74.0,24.,36.58,4.,39.74,14.,90.48,8.,240.67,-,0,0,521,153.
2008.09,Japan,0.91,62,34.,39.,38.29,50.,18.75,42.,96.38,-,0,-,0,13.,83.51,-,0,-,0,0,237,286.
2007.09,Japan,0.92,58,52.,49.,33.13,51.,18.75,52.,73.17,-,0,-,0,33.,7.5,-,0,-,0,0,133,317.
