date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2023.05,Michigan,0.95,114,51.,100.,33.5,29.,53.7,25.,80.0,11.,84.3,43.,32.8,21.,94.8,79.,4.0,-,0,0,383,175.
2022.06,Michigan,0.90,43,28.,30.,39.0,3.,73.0,27.,50.0,-,0,12.,50.5,16.,81.9,30.,3.0,-,0,0,297,173.
2019.06,Lincoln,0.92,76,17.,15.,70.9,50.,47.7,15.,100.0,36.,30.1,16.,26.1,29.,90.1,15.,161.2,12.,72.5,0,599,106.
2019.06,Canada,0.90,22,8.,16.,63.0,9.,60.6,6.,105.0,17.,28.2,12.,21.0,17.,49.6,7.,155.9,4.,84.8,0,568,152.
2018.06,Lincoln,0.93,66,51.,8.,72.4,28.,57.0,41.,70.0,44.,9.4,-,0,-,0,38.,4.0,-,0,0,213,231.
2018.06,Canada,0.91,23,18.,9.,60.93,18.,48.53,7.,120.0,-,0,-,0,-,0,-,0,-,0,0,229,104.
2017.06,Lincoln,0.92,70,4.,37.,70.9,26.,57.1,7.,110.0,34.,60.7,5.,58.3,6.,105.0,4.,226.9,5.,94.9,0,784,20.
2016.06,Lincoln,0.92,69,5.,33.,67.2,16.,58.9,15.,90.0,22.,46.0,14.,36.0,5.,141.2,6.,261.0,7.,85.1,0,786,36.
2016.06,Canada,0.90,25,13.,3.,75.6,17.,53.1,7.,115.5,22.,37.03,23.,2.5,5.,143.22,10.,24.0,8.,88.9,0,540,97.
2015.06,Lincoln,0.94,64,28.,21.,68.8,39.,50.8,18.,94.0,22.,55.3,27.,22.5,11.,117.9,31.,7.0,-,0,0,416,86.
2015.06,Canada,0.87,18,3.,2.,68.62,15.,44.25,5.,109.0,9.,55.75,4.,32.07,5.,126.19,3.,262.06,3.,80.69,0,779,55.
2014.06,Lincoln,0.94,66,16.,14.,75.6,48.,46.6,32.,80.0,36.,36.9,29.,23.7,22.,112.3,14.,165.0,4.,88.1,0,628,115.
2013.06,Lincoln,0.93,60,40.,47.,54.7,22.,61.6,26.,90.0,42.,22.2,44.,4.3,27.,99.4,46.,7.0,-,0,0,339,260.
2012.06,Lincoln,0.94,65,47.,48.,57.5,63.,22.7,27.,70.0,-,0,-,0,36.,25.8,33.,9.0,-,0,0,185,354.
2010.06,California,0.94,56,41.,26.,65.3,51.,29.7,16.,97.0,-,0,-,0,-,0,-,0,-,0,0,192,284.
2009.05,Michigan,0.97,90,59.,12.,83.1,55.,40.0,12.,100.0,58.,20.5,61.,6.7,65.,7.5,-,0,-,0,0,258,200.
2008.05,Michigan,1.00,104,93.,28.,81.4,93.,32.1,61.,60.0,-,0,-,0,-,0,-,0,-,0,0,174,125.
2007.05,Michigan,0.99,105,18.,51.,77.06,45.,51.03,38.,80.0,28.,55.65,40.,29.22,34.,95.25,14.,246.72,-,0,0,635,19.
2006.05,Michigan,0.99,118,7.,5.,88.8,36.,55.58,40.,70.0,41.,36.11,37.,3.6,7.,127.55,3.,352.59,-,0,0,734,15.
2005.05,Michigan,0.99,114,18.,9.,88.19,73.,44.72,43.,80.0,41.,47.82,30.,31.02,38.,78.02,13.,285.44,-,0,0,655,36.
2004.05,Michigan,1.00,129,63.,26.,78.01,61.,48.6,21.,100.0,13.,62.41,47.,23.01,77.,19.87,-,0,-,0,0,332,78.
2003.05,Michigan,1.00,111,22.,10.,83.8,21.,57.74,15.,100.0,20.,50.36,55.,3.06,54.,54.63,23.,131.58,-,0,0,481,59.
2002.05,Michigan,0.99,121,83.,11.,82.11,39.,50.6,76.,60.0,-,0,-,0,-,0,-,0,-,0,0,193,84.
2001.05,Michigan,1.00,108,39.,16.,83.45,34.,55.9,63.,60.0,76.,1.05,-,0,-,0,22.,168.93,-,0,0,369,51.
2000.05,Michigan,0.99,94,55.,48.,63.39,46.,44.81,68.,55.0,34.,48.75,-,0,46.,10.78,-,0,-,0,0,223,82.
1999.05,Michigan,1.00,89,72.,-,0,67.,33.84,83.,40.0,45.,29.44,46.,17.82,60.,20.24,-,0,-,0,0,141,82.
1998.05,Michigan,1.00,81,63.,17.,62.24,64.,41.21,77.,55.0,50.,11.48,52.,13.77,57.,19.4,-,0,-,0,0,203,73.
1996.05,Michigan,0.99,68,51.,6.,51.89,51.,42.4,66.,37.4,-,0,-,0,-,0,-,0,-,0,0,132,70.
1995.05,Michigan,0.99,69,56.,27.,32.14,-,0,59.,48.0,-,0,-,0,-,0,42.,25.0,4.,45.7,0,151,60.
1994.05,Michigan,0.96,58,47.,36.,3.22,44.,43.97,49.,57.0,-,0,28.,28.44,40.,66.63,-,0,5.,11.85,0,211,45.
