date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,Michigan,0.90,43,10.,15.,27.,8.,9.,24.,16.,14.,5.,0,605,93.
2019,Lincoln,0.92,76,42.,23.,56.,35.,13.,33.,44.,25.,-,0,318,201.
2017,Lincoln,0.92,70,23.,35.,32.,49.,20.,23.,28.,23.,28.,0,513,153.
2016,Lincoln,0.92,69,31.,36.,20.,32.,20.,35.,14.,28.,-,0,369,233.
2015,Lincoln,0.94,64,45.,59.,59.,32.,-,-,-,18.,28.,0,262,316.
2013,Lincoln,0.93,60,54.,17.,59.,26.,-,-,-,-,-,0,182,257.
2012,Lincoln,0.94,65,30.,23.,54.,14.,36.,36.,23.,33.,-,0,330,119.
2011,California,0.95,60,8.,25.,3.,28.,6.,13.,12.,7.,18.,0,644,38.
2010,Michigan,0.96,101,23.,34.,23.,41.,41.,8.,23.,28.,34.,0,542,71.
2008,California,0.93,59,19.,19.,31.,31.,34.,27.,28.,16.,-,0,454,141.
2007,Michigan,0.99,105,88.,97.,86.,94.,-,-,61.,-,-,0,192,158.
2005,Michigan,0.99,114,29.,59.,79.,43.,16.,50.,70.,17.,-,0,569,64.
2004,Michigan,1.00,129,84.,107.,58.,79.,62.,28.,83.,-,-,0,253,117.
2003,Michigan,1.00,111,60.,36.,72.,15.,32.,52.,67.,-,-,0,292,88.
2002,Michigan,0.99,121,50.,38.,18.,76.,56.,50.,40.,-,-,0,295,57.
2001,Michigan,1.00,108,21.,19.,38.,34.,54.,35.,35.,20.,-,0,515,37.
2000,Michigan,0.99,94,66.,62.,9.,58.,-,-,-,-,-,0,191,73.
1999,Michigan,1.00,89,51.,85.,73.,75.,-,58.,58.,21.,-,0,256,61.
1998,Michigan,1.00,81,57.,75.,61.,64.,-,-,-,24.,-,0,265,68.
1996,Michigan,0.99,68,62.,52.,68.,53.,-,-,40.,-,-,0,91,73.
1995,Michigan,0.99,69,45.,63.,29.,25.,29.,19.,29.,-,-,0,225,53.
