date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2019,Germany,0.97,60,2.,35.,9.,15.,13.,2.,3.,2.,3.,0,866,9.
2019,Austria,0.95,34,12.,11.,10.,18.,12.,7.,8.,-,-,0,408,43.
2019,Michigan,0.97,108,5.,85.,1.,8.,34.,4.,3.,11.,3.,0,736,7.
2018,Spain,0.96,37,2.,6.,2.,9.,11.,1.,2.,2.,3.,0,903,7.
2018,Germany,0.97,57,4.,29.,12.,9.,32.,2.,1.,2.,5.,-5,861,24.
2018,Michigan,0.97,114,24.,91.,24.,8.,7.,1.,6.,-,-,0,484,105.
2017,Germany,0.97,64,28.,48.,14.,11.,16.,-,5.,-,-,0,368,95.
2017,Austria,0.97,31,14.,3.,9.,20.,4.,9.,-,-,-,0,373,49.
2017,Michigan,0.98,109,2.,93.,17.,8.,14.,1.,4.,4.,2.,0,862,5.
2016,Germany,0.99,73,24.,20.,1.,12.,29.,7.,1.,-,-,0,456,13.
2016,Austria,0.97,21,2.,6.,3.,15.,14.,3.,2.,2.,1.,-10,870,2.
2016,Michigan,0.98,114,4.,98.,10.,12.,16.,2.,3.,7.,3.,0,818,1.
2015,Austria,0.94,20,1.,3.,3.,7.,6.,1.,1.,1.,3.,0,917,1.
2015,Germany,0.97,71,1.,3.,11.,4.,11.,1.,1.,1.,2.,0,928,1.
2015,Michigan,0.95,108,1.,74.,25.,12.,20.,26.,1.,1.,1.,-10,848,1.
2014,Spain,0.91,25,1.,1.,1.,3.,10.,1.,1.,1.,1.,0,939,1.
2014,Austria,0.91,19,1.,10.,1.,1.,8.,1.,1.,1.,2.,0,945,1.
2014,Germany,0.98,74,1.,9.,2.,20.,6.,1.,1.,1.,2.,0,912,1.
2014,Michigan,0.97,107,1.,90.,74.,4.,17.,1.,1.,1.,6.,0,877,16.
2013,Austria,0.97,39,17.,2.,3.,2.,19.,2.,4.,-,-,0,482,40.
2013,Germany,0.97,74,1.,8.,1.,13.,22.,23.,1.,1.,1.,0,906,13.
2013,Michigan,0.97,104,25.,81.,2.,1.,12.,2.,1.,-,-,0,531,45.
2012,Germany,0.98,76,38.,61.,1.,17.,45.,23.,1.,-,-,-30,381,29.
2012,Austria,0.95,37,1.,3.,2.,21.,12.,6.,2.,1.,8.,0,843,1.
2012,Michigan,0.98,104,1.,59.,7.,1.,28.,2.,2.,1.,6.,0,925,1.
2011,Germany,0.96,74,1.,15.,32.,1.,29.,44.,1.,1.,2.,0,882,3.
2011,Austria,0.94,27,1.,18.,2.,7.,10.,4.,1.,1.,4.,0,844,15.
2011,United Kingdom,0.95,77,15.,4.,15.,10.,9.,8.,1.,38.,-,-2,507,26.
2011,California,0.95,60,13.,6.,11.,2.,11.,2.,1.,51.,-,0,546,14.
2011,Michigan,0.97,97,1.,26.,3.,1.,10.,4.,2.,1.,2.,0,954,1.
2010,Italy,0.94,41,1.,2.,4.,2.,8.,3.,1.,1.,-,0,957,4.
2010,Austria,0.93,27,1.,1.,1.,1.,2.,2.,4.,1.,5.,0,923,11.
2010,Germany,0.97,75,19.,16.,6.,1.,3.,11.,2.,-,-,-20,498,47.
2010,United Kingdom,0.97,72,16.,5.,3.,1.,15.,9.,1.,-,-,-6,528,35.
2010,California,0.94,56,9.,18.,1.,1.,1.,5.,3.,-,-,0,549,18.
2010,Michigan,0.96,101,1.,79.,1.,1.,31.,14.,2.,1.,5.,0,908,1.
