date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2023.09,Japan,0.85,64,26.,51.,20.63,28.,52.17,6.,110.0,29.,4.72,19.,47.43,29.,53.5,28.,10.0,17.,52.22,0,351,149.
2019.08,Japan,0.96,87,50.,48.,18.46,36.,45.31,36.,67.0,52.,30.89,28.,39.37,38.,80.34,39.,26.68,40.,21.91,-20,310,340.
2018.09,Japan,0.95,86,65.,35.,26.32,76.,18.75,66.,40.0,45.,43.85,58.,3.5,56.,26.65,67.,2.0,-,0,0,161,462.
2017.09,Japan,0.92,83,76.,53.,19.82,69.,26.25,74.,43.0,-,0,-,0,-,0,-,0,-,0,0,89,498.
2015.09,Japan,0.95,75,56.,47.,19.05,49.,31.58,29.,73.0,-,0,-,0,-,0,-,0,-,0,0,124,336.
2014.09,Japan,0.93,75,41.,41.,22.08,22.,43.42,20.,78.0,45.,30.99,37.,11.71,37.,85.13,38.,10.0,-,0,0,281,226.
2013.09,Japan,0.93,69,41.,51.,14.0,32.,37.5,40.,57.0,-,0,-,0,53.,47.14,27.,153.75,11.,51.85,-20,341,158.
2012.09,Japan,0.94,68,25.,55.,17.96,41.,27.63,51.,50.0,25.,41.09,31.,21.69,33.,47.41,22.,197.65,6.,76.81,0,480,81.
2011.09,Japan,0.95,65,15.,51.,26.3,23.,41.25,30.,70.0,35.,27.32,13.,31.56,21.,94.73,14.,211.18,12.,71.23,0,574,67.
2010.09,Japan,0.93,63,21.,36.,35.8,29.,37.5,19.,92.0,28.,24.09,11.,2.5,26.,75.7,23.,184.56,22.,57.91,0,510,104.
2009.09,Japan,0.92,58,16.,19.,52.7,31.,35.53,34.,76.0,20.,39.69,20.,20.98,27.,64.26,12.,220.35,-,0,-35,474,137.
2008.09,Japan,0.91,62,25.,4.,68.33,27.,33.75,27.,105.34,23.,36.27,-,0,25.,49.7,-,0,-,0,0,293,146.
2007.09,Japan,0.92,58,23.,3.,82.45,3.,67.5,12.,121.95,-,0,-,0,14.,98.04,-,0,-,0,0,370,75.
2006.09,Japan,0.90,50,7.,8.,68.72,13.,51.5,12.,114.63,13.,39.77,9.,11.07,8.,119.68,2.,338.96,-,0,0,744,32.
2005.09,Japan,0.85,39,6.,23.,47.9,19.,43.2,5.,136.0,4.,60.67,6.,43.54,7.,108.33,11.,249.58,-,0,0,689,43.
2004.09,Japan,0.86,27,10.,15.,50.8,13.,50.4,8.,85.0,13.,3.5,10.,32.95,11.,59.06,8.,123.83,3.,30.13,0,436,67.
2003.09,Japan,0.85,15,7.,11.,46.1,10.,47.3,6.,92.0,2.,47.14,12.,2.5,11.,49.26,5.,235.54,-,0,0,520,74.
2001.05,Michigan,1.00,108,91.,106.,50.67,18.,64.2,88.,40.0,77.,0.23,58.,1.08,63.,4.79,-,0,-,0,0,161,101.
