date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2021,United Kingdom,0.85,32,26.,20.,14.,24.,-,-,-,-,-,0,169,327.
2019,Italy,0.87,40,18.,16.,8.,10.,15.,3.,25.,22.,-,0,396,213.
2019,United Kingdom,0.85,64,16.,27.,26.,13.,8.,11.,8.,33.,-,0,408,227.
2018,United Kingdom,0.88,70,37.,56.,25.,35.,-,-,19.,38.,-,0,219,258.
2017,United Kingdom,0.85,62,11.,10.,8.,24.,-,-,19.,7.,10.,0,524,186.
2016,Germany,0.99,73,33.,62.,65.,53.,54.,43.,44.,23.,17.,0,364,239.
2016,United Kingdom,0.98,106,50.,85.,50.,72.,31.,21.,40.,55.,-,0,245,265.
2015,Germany,0.97,71,67.,64.,20.,62.,-,-,-,-,-,0,148,225.
2014,United Kingdom,0.98,90,11.,21.,67.,59.,7.,26.,20.,10.,15.,0,554,102.
2013,Germany,0.97,74,24.,22.,36.,25.,46.,29.,46.,23.,18.,0,532,156.
2013,United Kingdom,0.97,83,37.,27.,66.,31.,39.,44.,43.,16.,-,0,326,231.
2012,Germany,0.98,76,48.,32.,21.,63.,59.,9.,57.,-,39.,0,290,228.
2012,United Kingdom,0.95,97,32.,9.,19.,40.,29.,14.,29.,58.,-,0,297,211.
2011,Germany,0.96,74,46.,46.,44.,59.,39.,21.,43.,-,-,0,255,168.
2011,United Kingdom,0.95,77,21.,23.,21.,15.,40.,25.,26.,10.,15.,0,480,114.
2010,Germany,0.97,75,35.,30.,43.,30.,15.,54.,32.,-,28.,0,379,138.
2010,United Kingdom,0.97,72,41.,45.,6.,28.,-,-,-,-,-,-1,210,113.
2009,Germany,0.98,77,16.,44.,7.,34.,5.,5.,14.,19.,28.,0,646,38.
2009,United Kingdom,0.96,78,6.,32.,18.,34.,15.,23.,32.,1.,-,-4,714,77.
2008,Germany,0.94,77,38.,32.,36.,44.,50.,47.,49.,29.,16.,0,406,183.
2008,United Kingdom,0.95,72,57.,35.,29.,64.,-,-,-,-,-,0,139,199.
2007,Germany,0.95,53,18.,23.,28.,37.,25.,38.,28.,17.,6.,0,514,139.
2007,United Kingdom,0.97,69,45.,44.,36.,24.,-,-,-,-,-,0,197,205.
2006,Italy,0.86,17,14.,3.,2.,4.,-,14.,13.,-,-,0,289,174.
2006,United Kingdom,0.93,58,41.,20.,21.,41.,-,-,34.,-,-,0,205,152.
2005,Italy,0.85,10,5.,3.,4.,5.,8.,8.,6.,4.,-,0,559,107.
2005,United Kingdom,0.93,57,37.,20.,31.,33.,35.,35.,38.,-,-,0,248,157.
2004,United Kingdom,0.90,53,31.,17.,10.,9.,-,-,-,-,-,0,252,109.
2003,United Kingdom,0.86,34,19.,22.,5.,9.,13.,-,14.,-,-,0,316,72.
2002,United Kingdom,0.87,35,4.,22.,11.,6.,3.,9.,11.,4.,-,0,728,35.
2001,United Kingdom,0.86,23,22.,18.,22.,20.,-,-,16.,-,-,0,173,123.
