date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,Michigan,0.93,89,87.,84.,88.,83.,-,-,-,-,-,-30,54,392.
2019,Lincoln,0.92,76,41.,56.,46.,21.,25.,33.,43.,25.,-,0,321,255.
2018,Lincoln,0.93,66,24.,62.,60.,11.,42.,37.,34.,18.,11.,0,460,261.
2018,Michigan,0.97,114,109.,88.,92.,84.,-,-,-,-,-,0,146,404.
2017,Lincoln,0.92,70,58.,62.,60.,27.,-,-,55.,52.,-,0,197,354.
2016,Lincoln,0.92,69,44.,40.,41.,32.,-,-,43.,22.,-,0,226,213.
2014,Lincoln,0.94,66,12.,62.,57.,16.,21.,36.,20.,10.,7.,0,681,122.
2013,Lincoln,0.93,60,59.,55.,51.,26.,-,-,-,-,-,-50,126,315.
2012,Lincoln,0.94,65,31.,26.,33.,38.,10.,39.,20.,43.,-,0,325,190.
2011,California,0.95,60,16.,24.,57.,48.,24.,19.,17.,15.,7.,0,509,165.
2010,California,0.94,56,51.,45.,53.,51.,-,-,-,-,-,0,117,395.
