date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2016,Australia,0.90,32,7.,9.,24.,6.,13.,5.,3.,7.,5.,0,775,46.
2015,Australia,0.92,29,12.,15.,24.,23.,6.,15.,13.,9.,12.,0,560,136.
2014,Australia,0.89,22,18.,18.,16.,21.,12.,17.,14.,-,-,0,304,221.
2012,Australia,0.88,21,12.,20.,13.,11.,13.,12.,18.,12.,-,0,474,155.
2011,Australia,0.87,23,14.,20.,16.,21.,10.,16.,17.,12.,9.,0,443,189.
2010,Australia,0.90,27,15.,26.,23.,12.,12.,-,10.,-,-,0,237,275.
2008,Australia,0.94,24,14.,18.,11.,15.,14.,10.,13.,-,-,0,267,229.
2007,Australia,0.92,22,18.,11.,17.,10.,16.,15.,-,-,-,0,246,235.
2006,Australia,0.93,27,21.,16.,15.,23.,-,-,15.,-,-,0,168,215.
2005,Australia,0.92,24,15.,15.,13.,19.,15.,11.,9.,-,-,0,300,148.
2005,United Kingdom,0.93,57,33.,44.,44.,42.,26.,24.,34.,-,9.,0,274,138.
2004,Australia,0.93,22,11.,15.,15.,14.,14.,14.,16.,12.,-,0,362,123.
2004,United Kingdom,0.90,53,29.,46.,48.,39.,30.,23.,19.,-,-,0,255,168.
2003,Australia,0.95,21,21.,21.,18.,16.,-,-,-,-,-,0,141,185.
