date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,Michigan,0.93,89,79.,60.,58.,56.,-,-,-,-,-,-20,137,404.
2018,Michigan,0.97,114,59.,6.,39.,84.,67.,32.,74.,62.,44.,-10,312,207.
2017,Michigan,0.98,109,50.,2.,97.,86.,27.,72.,80.,36.,31.,0,407,171.
2016,Michigan,0.98,114,61.,20.,88.,74.,32.,74.,87.,50.,45.,0,410,210.
2015,Michigan,0.95,108,84.,79.,63.,87.,52.,55.,74.,54.,-,-50,192,350.
