date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2012,Austria,0.95,37,18.,23.,32.,16.,7.,18.,13.,16.,23.,0,466,81.
2011,Hungary,0.89,28,8.,26.,9.,10.,2.,7.,14.,8.,10.,0,671,58.
2011,Germany,0.96,74,32.,41.,22.,23.,25.,3.,24.,-,-,0,363,96.
2010,Germany,0.97,75,14.,46.,13.,14.,47.,28.,46.,14.,16.,0,565,41.
2009,Germany,0.98,77,15.,41.,19.,34.,31.,25.,11.,13.,24.,0,648,31.
2009,United Kingdom,0.96,78,38.,49.,28.,14.,34.,42.,40.,39.,-,-10,398,45.
2008,Germany,0.94,77,2.,3.,8.,1.,19.,15.,1.,6.,24.,0,911,17.
2008,United Kingdom,0.95,72,17.,9.,3.,11.,5.,11.,6.,-,-,0,448,63.
2007,Germany,0.95,53,22.,29.,7.,7.,3.,24.,4.,-,-,0,500,59.
2007,United Kingdom,0.97,69,11.,36.,12.,17.,8.,14.,19.,8.,19.,0,651,33.
2006,Germany,0.94,38,7.,18.,7.,15.,27.,4.,12.,6.,17.,0,722,47.
2006,United Kingdom,0.93,58,21.,8.,15.,15.,25.,16.,5.,-,-,0,444,88.
2005,United Kingdom,0.93,57,25.,8.,40.,12.,24.,7.,31.,-,-,0,383,77.
2004,United Kingdom,0.90,53,3.,6.,11.,37.,12.,1.,6.,3.,13.,0,718,41.
2003,Australia,0.95,21,16.,1.,1.,18.,-,-,-,-,-,0,238,108.
2002,United Kingdom,0.87,35,18.,12.,7.,17.,18.,7.,7.,-,-,0,407,60.
