date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2017,Brasil,0.85,40,11.,8.,11.,-,4.,10.,4.,-,-,0,332,215.
2016,Brasil,0.85,31,7.,3.,9.,5.,2.,9.,9.,10.,-,0,366,149.
2015,Brasil,0.85,31,4.,21.,19.,5.,3.,5.,3.,4.,5.,0,694,78.
2014,Brasil,0.85,26,7.,4.,3.,4.,4.,3.,3.,-,-,0,472,161.
2013,Brasil,0.85,24,4.,7.,18.,9.,6.,4.,4.,5.,4.,0,492,183.
2012,Brasil,0.85,26,5.,15.,3.,18.,4.,6.,6.,2.,4.,0,410,247.
2011,Brasil,0.85,21,11.,11.,8.,12.,-,-,-,-,-,0,170,380.
