date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2019,Michigan,0.97,108,90.,75.,51.,106.,-,80.,81.,46.,-,0,202,377.
2017,Michigan,0.98,109,90.,70.,61.,86.,-,70.,88.,46.,-,0,195,398.
2016,Michigan,0.98,114,113.,19.,82.,-,-,-,-,-,-,0,113,451.
2015,Michigan,0.95,108,107.,108.,83.,57.,-,-,-,-,-,-10,96,458.
2010,California,0.94,56,56.,-,-,37.,-,-,-,-,-,0,61,441.
2005,United Kingdom,0.93,57,54.,52.,35.,-,-,-,-,-,-,0,85,230.
2004,Michigan,1.00,129,93.,105.,107.,115.,90.,82.,52.,-,-,0,213,142.
