date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2024.09,Japan,0.90,71,35.,11.,50.4,60.,29.67,63.,28.0,21.,40.76,34.,3.5,26.,76.49,39.,3.0,-,0,0,232,244.
2023.09,Japan,0.85,64,40.,9.,45.02,51.,35.86,49.,42.0,30.,4.5,31.,7.98,36.,6.5,-,0,-,0,0,142,297.
2019.12,Australia,0.90,13,11.,3.,78.0,12.,38.3,10.,104.5,10.,4.5,-,0,10.,6.5,6.,25.0,-,0,0,257,331.
2018.06,Lincoln,0.93,66,56.,23.,68.8,31.,54.2,48.,60.0,-,0,-,0,-,0,-,0,-,0,0,183,319.
2017.09,Japan,0.92,83,43.,14.,50.51,42.,37.5,46.,67.0,53.,7.39,47.,21.64,52.,54.34,39.,55.71,19.,70.46,-10,355,263.
2017.06,Lincoln,0.92,70,47.,40.,70.5,47.,44.7,49.,60.0,28.,70.3,40.,10.9,32.,65.3,41.,8.0,-,0,0,330,291.
2016.09,Japan,0.94,83,67.,29.,28.82,38.,33.75,67.,44.0,-,0,-,0,-,0,-,0,-,0,0,107,306.
2016.06,Lincoln,0.92,69,24.,8.,79.2,52.,40.6,44.,50.0,27.,42.2,37.,11.3,33.,80.1,18.,75.0,20.,50.0,0,429,235.
2015.09,Japan,0.95,75,59.,34.,27.43,59.,19.74,26.,74.0,-,0,-,0,-,0,-,0,-,0,0,121,279.
2015.06,Lincoln,0.94,64,35.,6.,76.6,31.,57.2,57.,40.0,-,0,-,0,21.,99.7,21.,12.0,11.,80.8,0,366,200.
2014.09,Japan,0.93,75,28.,27.,32.44,60.,15.79,44.,56.0,50.,20.49,11.,31.28,35.,88.58,28.,103.23,5.,89.76,0,438,194.
2014.06,Lincoln,0.94,66,37.,59.,55.4,65.,23.2,47.,60.0,34.,39.5,42.,11.9,43.,76.1,24.,94.0,28.,51.2,0,412,265.
2013.09,Japan,0.93,69,61.,38.,21.41,54.,26.25,52.,49.0,-,0,-,0,60.,7.5,-,0,-,0,0,104,358.
2013.06,Lincoln,0.93,60,39.,3.,86.8,46.,44.6,26.,90.0,43.,14.2,32.,19.0,36.,79.7,41.,9.0,-,0,0,343,273.
2012.09,Japan,0.94,68,41.,21.,44.54,22.,39.47,27.,69.0,47.,12.06,16.,33.37,37.,38.0,39.,9.0,-,0,0,245,318.
2012.06,Lincoln,0.94,65,54.,32.,64.7,60.,31.2,38.,50.0,-,0,-,0,-,0,-,0,-,0,0,146,333.
2011.09,Japan,0.95,65,52.,63.,-100.0,35.,33.75,39.,58.0,25.,41.47,32.,17.07,40.,53.87,33.,16.0,-,0,0,120,264.
2011.06,California,0.95,60,17.,40.,47.7,35.,46.2,39.,56.0,34.,31.1,18.,24.1,27.,38.0,18.,156.8,8.,76.5,0,476,170.
2010.09,Japan,0.93,63,37.,38.,33.4,19.,45.0,28.,81.0,22.,35.99,11.,2.5,30.,74.77,-,0,-,0,0,273,231.
2010.06,California,0.94,56,29.,29.,63.4,17.,58.7,37.,61.0,20.,47.9,12.,31.1,25.,29.8,-,0,-,0,0,292,212.
2009.09,Japan,0.92,58,29.,24.,43.8,45.,23.68,47.,46.0,19.,41.8,30.,2.5,34.,42.83,22.,124.97,-,0,0,326,199.
2008.09,Japan,0.91,62,33.,47.,28.65,57.,15.0,45.,93.02,30.,3.5,16.,24.84,33.,12.19,19.,65.64,-,0,0,243,195.
2008.06,California,0.93,59,21.,28.,64.0,35.,47.7,31.,60.0,37.,16.7,8.,39.8,30.,49.7,17.,158.4,-,0,0,436,146.
2007.09,Japan,0.92,58,37.,44.,39.31,25.,37.5,36.,97.56,26.,13.27,24.,2.5,24.,60.53,-,0,-,0,0,251,221.
