Rank,University,Points
1,Oxford Brookes University,35.22
2,University of Bath,32.84
3,University Of Hertfordshire,31.89
4,Liverpool John Moores University,29.54
5,Staffordshire University,26.76
6,University of the West of England,26.68
7,Loughborough University,26.53
8,University of Wales Trinity Saint David,24.54
9,Cardiff University Wales,20.4
10,University of Strathclyde,20.05
11,University of Birmingham,19.45
12,Coventry University,19.39
13,Brunel University London,17.86
14,University of Southampton,16.68
15,Queen's University Belfast,16.24
16,University of Glasgow,16.17
17,University of Huddersfield,15.92
18,University of Leeds,15.37
19,University of Surrey,14.7
20,University of Aberdeen,11.26
21,Imperial College London,10.78
22,University of Central Lancashire,10.72
23,University of Ulster,10.25
24,De Montfort University,10.14
25,Lancaster  University,9.83
26,Kingston University,9.53
27,University of Sheffield,9.34
28,University of Leicester,9.2
29,University of Warwick,9.07
30,University of Nottingham,9.02
31,Swansea University,7.87
32,Manchester Metropolitan University,6.74
33,University of Liverpool,6.19
34,University of Wolverhampton,5.54
35,University of Manchester,5.44
36,Heriot-Watt University,4.7
37,Newcastle University,4.49
38,University of Portsmouth,3.95
39,University of Hull,3.84
40,University of the West of Scotland,3.23
41,University of Sussex,3.05
42,Birmingham City University,2.42
43,University of Dundee,2.2
44,Sheffield Hallam University,1.76
45,University of Sunderland,1.16
46,University of Edinburgh,1.0
47,Aston University,0.89
48,University of Exeter,0.44
49,City University London,0.36
50,University of Cambridge,0.18
51,London South Bank University,0.0
52,North East Wales Institute of Higher Education,0.0
53,Queen Mary University of London,0.0
54,University College London,0.0
55,University of Brighton,0.0
56,University of Derby,0.0
57,University of Northampton,0.0
58,University of Salford,0.0
