Rank,University,Points
1,Staffordshire University,39.12
2,University Of Hertfordshire,33.14
3,University of Bath,27.14
4,Cardiff University Wales,26.22
5,De Montfort University,25.93
6,University of Aberdeen,24.44
7,University of Leicester,20.05
8,Liverpool John Moores University,18.3
9,Oxford Brookes University,17.82
10,Manchester Metropolitan University,17.02
11,Queen's University Belfast,17.02
12,University of Glasgow,16.22
13,University of Huddersfield,15.49
14,University of the West of England,15.25
15,Brunel University London,15.05
16,Loughborough University,14.17
17,University of Sussex,14.09
18,University of Wolverhampton,14.0
19,University of Strathclyde,13.61
20,University of Salford,13.46
21,University of Wales Trinity Saint David,12.39
22,Swansea University,12.03
23,University of Sheffield,10.77
24,University of Birmingham,10.69
25,Coventry University,10.03
26,Birmingham City University,9.98
27,University of Liverpool,8.78
28,University of Central Lancashire,8.36
29,Kingston University,8.1
30,University of Surrey,7.94
31,Heriot-Watt University,7.6
32,University of Warwick,3.86
33,University of Sunderland,3.47
34,University of Ulster,3.33
35,Sheffield Hallam University,3.06
36,University of Nottingham,2.84
37,University of Leeds,2.79
38,Lancaster  University,1.45
39,University of Southampton,1.18
40,University College London,1.14
41,Imperial College London,1.13
42,Aston University,1.05
43,University of Manchester,0.73
44,City University London,0.0
45,London South Bank University,0.0
46,Newcastle University,0.0
47,North East Wales Institute of Higher Education,0.0
48,Queen Mary University of London,0.0
49,University of Brighton,0.0
50,University of Cambridge,0.0
51,University of Derby,0.0
52,University of Dundee,0.0
53,University of Edinburgh,0.0
54,University of Exeter,0.0
55,University of Hull,0.0
56,University of Northampton,0.0
57,University of Portsmouth,0.0
58,University of the West of Scotland,0.0
