Rank,University,Points
1,University Of Hertfordshire,1126.64
2,University of Bath,1112.78
3,Oxford Brookes University,730.76
4,Cardiff University Wales,574.74
5,Loughborough University,495.87
6,University of Huddersfield,480.31
7,Brunel University London,466.41
8,University of Strathclyde,408.16
9,University of Birmingham,363.36
10,University of Aberdeen,281.4
11,Queen's University Belfast,255.27
12,Manchester Metropolitan University,238.34
13,Swansea University,228.65
14,Liverpool John Moores University,201.3
15,University of Liverpool,184.36
16,University of Sussex,183.2
17,De Montfort University,181.5
18,University of the West of England,179.19
19,University of Glasgow,162.2
20,Coventry University,153.08
21,University of Sheffield,150.8
22,University of Wales Trinity Saint David,123.86
23,Staffordshire University,116.6
24,University of Central Lancashire,98.98
25,University of Wolverhampton,98.0
26,Birmingham City University,89.8
27,University of Leeds,80.98
28,University of Surrey,63.5
29,University of Warwick,61.7
30,Heriot-Watt University,60.8
31,Sheffield Hallam University,52.0
32,University of Ulster,50.0
33,University of Sunderland,48.55
34,Kingston University,32.4
35,Lancaster  University,24.66
36,Aston University,18.94
37,University of Nottingham,17.04
38,University of Southampton,16.47
39,University of Manchester,9.49
40,University College London,9.15
41,Imperial College London,6.79
42,City University London,0.0
43,London South Bank University,0.0
44,Newcastle University,0.0
45,North East Wales Institute of Higher Education,0.0
46,Queen Mary University of London,0.0
47,University of Brighton,0.0
48,University of Cambridge,0.0
49,University of Derby,0.0
50,University of Dundee,0.0
51,University of Edinburgh,0.0
52,University of Exeter,0.0
53,University of Hull,0.0
54,University of Leicester,0.0
55,University of Northampton,0.0
56,University of Portsmouth,0.0
57,University of Salford,0.0
58,University of the West of Scotland,0.0
