Rank,University,Lowest Place,#
1,Swansea University,1st,2
2,University Of Hertfordshire,1st,2
3,Coventry University,1st,1
4,Loughborough University,1st,1
5,University of Aberdeen,1st,1
6,University of Bath,1st,1
7,University of Huddersfield,1st,1
8,University of Ulster,1st,1
9,Queen's University Belfast,2nd,1
10,University of Central Lancashire,2nd,1
11,University of Sunderland,2nd,1
12,Aston University,3rd,1
13,Liverpool John Moores University,3rd,1
14,Oxford Brookes University,3rd,1
15,Staffordshire University,3rd,1
16,University of Sheffield,3rd,1
17,Lancaster  University,4th,1
18,University of Leeds,4th,1
19,University of Salford,4th,1
20,University of Strathclyde,4th,1
21,University of the West of England,4th,1
22,Cardiff University Wales,5th,3
23,De Montfort University,5th,1
24,University of Birmingham,6th,2
25,Brunel University London,6th,1
26,Kingston University,7th,1
27,Manchester Metropolitan University,7th,1
28,University of Glasgow,7th,1
29,University of Nottingham,7th,1
30,University of Sussex,7th,1
31,University of Wolverhampton,7th,1
32,University of Liverpool,8th,2
33,University of Leicester,9th,1
34,University of Warwick,9th,1
35,University of Wales Trinity Saint David,11th,1
36,Sheffield Hallam University,12th,1
37,University of Manchester,12th,1
38,Birmingham City University,14th,1
39,Imperial College London,14th,1
40,University of Southampton,15th,1
41,Heriot-Watt University,18th,1
42,University College London,19th,1
43,University of Surrey,21st,1
44,City University London,N/A,0
45,London South Bank University,N/A,0
46,Newcastle University,N/A,0
47,North East Wales Institute of Higher Education,N/A,0
48,Queen Mary University of London,N/A,0
49,University of Brighton,N/A,0
50,University of Cambridge,N/A,0
51,University of Derby,N/A,0
52,University of Dundee,N/A,0
53,University of Edinburgh,N/A,0
54,University of Exeter,N/A,0
55,University of Hull,N/A,0
56,University of Northampton,N/A,0
57,University of Portsmouth,N/A,0
58,University of the West of Scotland,N/A,0
