Rank,University,Points
1,University of Strathclyde,76.07
2,University of Bath,76.01
3,University of Sheffield,74.42
4,Oxford Brookes University,72.61
5,University Of Hertfordshire,72.3
6,University of Liverpool,69.79
7,Heriot-Watt University,69.54
8,Cardiff University Wales,65.84
9,University of Birmingham,65.23
10,Loughborough University,64.38
11,Brunel University London,62.17
12,University of Aberdeen,61.13
13,Swansea University,61.03
14,Lancaster  University,60.22
15,University of Cambridge,59.96
16,University of Leeds,59.07
17,Queen's University Belfast,58.89
18,University of Warwick,58.72
19,University of Glasgow,58.07
20,University of the West of England,56.65
21,Coventry University,56.48
22,University of Surrey,55.87
23,University of Manchester,55.77
24,Liverpool John Moores University,55.15
25,University of Huddersfield,54.94
26,University of Wales Trinity Saint David,54.71
27,Birmingham City University,54.09
28,University of Southampton,53.57
29,University of Leicester,52.0
30,University of Salford,51.17
31,Sheffield Hallam University,48.33
32,Aston University,48.17
33,University of the West of Scotland,46.67
34,University of Sussex,46.57
35,University of Dundee,46.38
36,Imperial College London,46.21
37,University of Central Lancashire,45.95
38,Manchester Metropolitan University,44.19
39,University of Edinburgh,44.13
40,University of Portsmouth,43.26
41,City University London,41.82
42,De Montfort University,41.1
43,University of Ulster,40.62
44,Staffordshire University,40.53
45,Newcastle University,39.8
46,University of Wolverhampton,38.87
47,University of Brighton,37.1
48,Queen Mary University of London,34.9
49,University College London,33.63
50,University of Nottingham,30.06
51,University of Exeter,29.51
52,University of Sunderland,29.46
53,North East Wales Institute of Higher Education,26.32
54,Kingston University,23.95
55,University of Derby,22.9
56,University of Hull,19.55
57,London South Bank University,19.0
58,University of Northampton,7.95
