Rank,University,Points
1,Oxford Brookes University,3417.22
2,University of Bath,2904.2
3,University Of Hertfordshire,2234.33
4,Loughborough University,2102.24
5,University of Birmingham,1950.14
6,Cardiff University Wales,1560.7
7,University of Leeds,1342.89
8,University of Strathclyde,1108.14
9,Brunel University London,984.07
10,University of Huddersfield,980.83
11,Coventry University,923.52
12,Queen's University Belfast,796.77
13,University of the West of England,628.0
14,University of Wales Trinity Saint David,592.26
15,Lancaster  University,557.23
16,University of Sheffield,501.9
17,Swansea University,480.12
18,University of Central Lancashire,438.92
19,University of Aberdeen,436.3
20,Liverpool John Moores University,416.5
21,University of Southampton,400.73
22,University of Glasgow,382.1
23,University of Liverpool,362.35
24,Staffordshire University,290.7
25,University of Surrey,253.3
26,Manchester Metropolitan University,240.1
27,University of Sussex,196.9
28,University of Wolverhampton,193.7
29,Heriot-Watt University,190.8
30,Aston University,185.88
31,University of Ulster,185.73
32,University of Warwick,180.05
33,University College London,177.6
34,Imperial College London,170.85
35,Sheffield Hallam University,166.0
36,University of Manchester,155.68
37,University of Dundee,131.1
38,University of the West of Scotland,122.24
39,Kingston University,104.4
40,De Montfort University,82.6
41,University of Portsmouth,82.4
42,University of Leicester,71.8
43,University of Hull,69.6
44,Birmingham City University,67.7
45,University of Nottingham,51.25
46,University of Sunderland,46.1
47,City University London,42.4
48,University of Salford,42.0
49,University of Cambridge,37.5
50,University of Exeter,19.5
51,Newcastle University,15.0
52,University of Edinburgh,12.0
53,London South Bank University,0.0
54,North East Wales Institute of Higher Education,0.0
55,Queen Mary University of London,0.0
56,University of Brighton,0.0
57,University of Derby,0.0
58,University of Northampton,0.0
