Rank,University,Points
1,University of Wales Trinity Saint David,54.96
2,University Of Hertfordshire,47.78
3,Oxford Brookes University,42.42
4,Liverpool John Moores University,41.75
5,Loughborough University,39.91
6,Cardiff University Wales,38.75
7,University of Bath,37.92
8,Queen's University Belfast,34.92
9,De Montfort University,33.23
10,University of Surrey,32.63
11,University of Birmingham,31.72
12,Staffordshire University,31.32
13,Coventry University,28.59
14,Brunel University London,25.16
15,University of the West of England,24.92
16,University of Wolverhampton,24.5
17,University of Strathclyde,24.37
18,University of Glasgow,24.24
19,Lancaster  University,21.71
20,Imperial College London,21.36
21,University of Leeds,21.33
22,Manchester Metropolitan University,21.21
23,Swansea University,20.87
24,University of Aberdeen,18.15
25,University of Central Lancashire,16.42
26,University of Huddersfield,16.29
27,University of Southampton,15.59
28,University of Leicester,14.8
29,University of Ulster,14.66
30,University of Liverpool,13.31
31,Kingston University,13.0
32,Heriot-Watt University,11.86
33,University of Warwick,11.57
34,University of Manchester,10.95
35,University of Sheffield,9.82
36,Aston University,9.71
37,Newcastle University,9.11
38,University of Portsmouth,7.99
39,University of Nottingham,7.17
40,University of Dundee,6.57
41,University of Sussex,5.36
42,University College London,5.06
43,University of Sunderland,4.59
44,University of Cambridge,3.29
45,City University London,3.18
46,Sheffield Hallam University,2.28
47,Birmingham City University,1.63
48,University of Edinburgh,1.17
49,University of the West of Scotland,1.17
50,University of Hull,0.95
51,University of Exeter,0.88
52,London South Bank University,0.0
53,North East Wales Institute of Higher Education,0.0
54,Queen Mary University of London,0.0
55,University of Brighton,0.0
56,University of Derby,0.0
57,University of Northampton,0.0
58,University of Salford,0.0
