Rank,University,Points
1,Cardiff University Wales,60.9
2,University of Liverpool,60.63
3,University of Bath,60.49
4,Oxford Brookes University,59.41
5,University of Sheffield,56.91
6,University of Sussex,56.56
7,University of Aberdeen,56.11
8,University Of Hertfordshire,56.07
9,University of Glasgow,55.63
10,University of Southampton,55.58
11,University of the West of England,55.37
12,Heriot-Watt University,55.1
13,University of Huddersfield,54.4
14,Kingston University,54.3
15,Brunel University London,54.09
16,Liverpool John Moores University,53.8
17,University of Surrey,53.44
18,University of Edinburgh,53.37
19,University of Birmingham,52.87
20,University of Leeds,52.12
21,University of Strathclyde,51.64
22,Newcastle University,51.56
23,Loughborough University,51.39
24,University of Wales Trinity Saint David,51.17
25,University of Warwick,51.02
26,Swansea University,50.58
27,Queen's University Belfast,50.23
28,University of Exeter,47.24
29,University of Cambridge,47.17
30,Queen Mary University of London,46.9
31,Aston University,45.28
32,Sheffield Hallam University,44.97
33,Birmingham City University,44.28
34,Staffordshire University,44.2
35,Coventry University,43.9
36,Lancaster  University,43.73
37,University of Salford,42.33
38,University of Manchester,40.79
39,De Montfort University,40.13
40,University College London,39.96
41,University of Ulster,38.53
42,University of Portsmouth,36.66
43,University of Derby,34.2
44,London South Bank University,33.6
45,University of Sunderland,32.72
46,University of Hull,32.48
47,City University London,32.2
48,University of Northampton,32.05
49,University of the West of Scotland,31.36
50,University of Dundee,30.1
51,University of Wolverhampton,25.77
52,Manchester Metropolitan University,25.26
53,Imperial College London,24.62
54,University of Nottingham,23.08
55,University of Central Lancashire,16.58
56,North East Wales Institute of Higher Education,7.62
57,University of Brighton,0.0
58,University of Leicester,0.0
