Rank,University,Points
1,Tongji University,353.61
2,Hubei University of Automotive Technology,167.88
3,Jilin University,166.16
4,Harbin Institute of Technology at Weihai,77.28
5,Xiamen University of Technology,69.03
6,Liaoning University of Technology,46.91
7,Hunan University,32.26
8,Guangxi University of Science and Technology,27.08
9,Beijing Institute of Technology,23.28
10,Zhejiang University City College,2.5
11,Shanghai Jiao Tong University,0.0
12,Tsinghua University,0.0
