Rank,University,Points
1,Tongji University,1711.55
2,Hubei University of Automotive Technology,600.4
3,Beijing Institute of Technology,358.47
4,Hunan University,346.85
5,Xiamen University of Technology,291.26
6,Harbin Institute of Technology at Weihai,289.19
7,Zhejiang University City College,10.0
8,Liaoning University of Technology,8.0
9,Guangxi University of Science and Technology,0.0
10,Jilin University,0.0
11,Shanghai Jiao Tong University,0.0
12,Tsinghua University,0.0
