Rank,University,Lowest Place,#
1,Jilin University,1st,1
2,Tongji University,2nd,1
3,Hubei University of Automotive Technology,4th,1
4,Liaoning University of Technology,5th,1
5,Guangxi University of Science and Technology,7th,1
6,Xiamen University of Technology,11th,1
7,Beijing Institute of Technology,24th,1
8,Harbin Institute of Technology at Weihai,24th,1
9,Zhejiang University City College,28th,1
10,Hunan University,39th,2
11,Shanghai Jiao Tong University,N/A,0
12,Tsinghua University,N/A,0
