Rank,University,Lowest Place,#
1,Democritus University of Thrace,2nd,1
2,University of Thessaly,2nd,1
3,National Technical University of Athens,4th,1
4,Aristotle University of Thessaloniki,5th,2
5,Technological Educational Institute of Western Macedonia,N/A,0
6,University of Patras,N/A,0
