Rank,University,Points
1,National Technical University of Athens,61.39
2,Aristotle University of Thessaloniki,58.39
3,Democritus University of Thrace,57.08
4,University of Thessaly,57.08
5,University of Patras,49.4
6,Technological Educational Institute of Western Macedonia,19.06
