Rank,University,Points
1,Aristotle University of Thessaloniki,2226.86
2,University of Thessaly,1298.52
3,National Technical University of Athens,940.42
4,University of Patras,404.0
5,Democritus University of Thrace,120.5
6,Technological Educational Institute of Western Macedonia,108.23
