Rank,University,Lowest Place,#
1,University of Thessaly,1st,3
2,Aristotle University of Thessaloniki,1st,1
3,National Technical University of Athens,1st,1
4,Democritus University of Thrace,11th,1
5,University of Patras,20th,1
6,Technological Educational Institute of Western Macedonia,33rd,1
