Rank,University,Lowest Place,#
1,Aristotle University of Thessaloniki,1st,1
2,National Technical University of Athens,1st,1
3,Democritus University of Thrace,6th,1
4,University of Thessaly,10th,1
5,University of Patras,34th,2
6,Technological Educational Institute of Western Macedonia,N/A,0
