Rank,University,Points
1,Aristotle University of Thessaloniki,1751.28
2,University of Thessaly,1525.25
3,National Technical University of Athens,677.41
4,University of Patras,384.87
5,Democritus University of Thrace,136.24
6,Technological Educational Institute of Western Macedonia,116.18
