Rank,University,Points
1,Aristotle University of Thessaloniki,896.91
2,University of Thessaly,445.75
3,National Technical University of Athens,278.76
4,Democritus University of Thrace,59.23
5,University of Patras,11.3
6,Technological Educational Institute of Western Macedonia,0.0
