Rank,University,Lowest Place,#
1,National Technical University of Athens,3rd,1
2,Aristotle University of Thessaloniki,5th,3
3,University of Thessaly,6th,1
4,Democritus University of Thrace,9th,1
5,University of Patras,41st,1
6,Technological Educational Institute of Western Macedonia,N/A,0
