Rank,University,Points
1,Togliatti State University,20.35
2,Moscow Polytechnic University,11.3
3,Bauman Moscow State Technical University,10.81
4,Belgorod state technological university named after V. G. Shukhov,10.36
5,Nizhny Novgorod State Technical University,2.5
6,Peoples' Friendship University of Russia,1.19
7,Ural State University of Railway Transport,0.62
8,Cherepovets State University,0.0
9,Moscow State Automobile & Road Technical University - MADI,0.0
10,Peter the Great St. Petersburg Polytechnic University,0.0
11,Tyumen Industrial University,0.0
12,Ufa State Aviation Technical University,0.0
