Rank,University,Points
1,Moscow Polytechnic University,368.3
2,Togliatti State University,194.91
3,Ural State University of Railway Transport,116.0
4,Moscow State Automobile & Road Technical University - MADI,55.0
5,Bauman Moscow State Technical University,40.0
6,Peoples' Friendship University of Russia,40.0
7,Belgorod state technological university named after V. G. Shukhov,38.0
8,Nizhny Novgorod State Technical University,28.0
9,Cherepovets State University,9.0
10,Tyumen Industrial University,5.0
11,Peter the Great St. Petersburg Polytechnic University,0.0
12,Ufa State Aviation Technical University,0.0
