Rank,University,Points
1,Togliatti State University,50.99
2,Cherepovets State University,47.55
3,Moscow Polytechnic University,43.98
4,Nizhny Novgorod State Technical University,43.8
5,Ural State University of Railway Transport,38.14
6,Bauman Moscow State Technical University,36.17
7,Peoples' Friendship University of Russia,35.46
8,Moscow State Automobile & Road Technical University - MADI,34.89
9,Belgorod state technological university named after V. G. Shukhov,34.08
10,Tyumen Industrial University,29.99
11,Peter the Great St. Petersburg Polytechnic University,21.29
12,Ufa State Aviation Technical University,16.4
