Rank,University,Points
1,Bauman Moscow State Technical University,366.16
2,Moscow Polytechnic University,267.78
3,Togliatti State University,135.3
4,Belgorod state technological university named after V. G. Shukhov,99.04
5,Peoples' Friendship University of Russia,93.97
6,Ural State University of Railway Transport,88.29
7,Moscow State Automobile & Road Technical University - MADI,48.8
8,Nizhny Novgorod State Technical University,7.5
9,Tyumen Industrial University,6.5
10,Cherepovets State University,0.0
11,Peter the Great St. Petersburg Polytechnic University,0.0
12,Ufa State Aviation Technical University,0.0
